Facility.ID,State,xwalk_name_raw,xwalk_name_clean,Source,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Population.Feb20,Capacity,HIFLD.ID,BJS.ID,Source.Population.Feb20,Source.Capacity,Address,City,Zipcode,Latitude,Longitude,County,County.FIPS,Website,Jurisdiction
998,North Carolina,NORTH PIEDMONT CRV,NORTH PIEDMONT CONFINEMENT IN RESPONSE TO VIOLATION,NA,Detention Center,NA,Adult,Female,0,NA,NA,136,10004178,NA,NA,Public Records,1420 RALEIGH RD,LEXINGTON,27292,35.81303996,-80.22850702,DAVIDSON,37057,"https://www.ncdps.gov/Index2.cfm?a=000003,002240,002324",state
1755,North Carolina,OFF PREMISES,OFF PREMISES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.53971,-79.130864,NA,NA,NA,state
999,North Carolina,ORANGE CC,ORANGE CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,198,200,10004165,NA,HIFLD,Public Records,2110 CLARENCE WALTERS RD,HILLSBOROUGH,27278,36.05345198,-79.10118383,ORANGE,37135,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
999,North Carolina,ORANGE CORRECTIONAL CENTER,ORANGE CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,198,200,10004165,NA,HIFLD,Public Records,2110 CLARENCE WALTERS RD,HILLSBOROUGH,27278,36.05345198,-79.10118383,ORANGE,37135,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1000,North Carolina,PAMLICO CI,PAMLICO CORRECTIONAL INSTITUTION,NA,Prison,Med,Adult,Male,0,NA,561,550,10001788,NA,HIFLD,Public Records,601 N THIRD ST,BAYBORO,28515,35.16043587,-76.77080712,PAMLICO,37137,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1000,North Carolina,PAMLICO CORRECTIONAL INSTITUTION,PAMLICO CORRECTIONAL INSTITUTION,NA,Prison,Med,Adult,Male,0,NA,561,550,10001788,NA,HIFLD,Public Records,601 N THIRD ST,BAYBORO,28515,35.16043587,-76.77080712,PAMLICO,37137,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1001,North Carolina,PASQUOTANK CI,PASQUOTANK CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,679,896,10001752,NA,HIFLD,Public Records,527 COMMERCE DR,ELIZABETH CITY,27906,36.36067354,-76.31073875,PASQUOTANK,37139,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1001,North Carolina,PASQUOTANK CORRECTIONAL INSTITUTION,PASQUOTANK CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,679,896,10001752,NA,HIFLD,Public Records,527 COMMERCE DR,ELIZABETH CITY,27906,36.36067354,-76.31073875,PASQUOTANK,37139,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1002,North Carolina,PENDER CI,PENDER CORRECTIONAL INSTITUTION,NA,Prison,Med,Adult,Male,0,NA,747,768,10004226,NA,HIFLD,Public Records,906 PENDERLEA HWY,BURGAW,28425,34.55471094,-77.93711186,PENDER,37141,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1002,North Carolina,PENDER CORRECTIONAL INSTITUTION,PENDER CORRECTIONAL INSTITUTION,NA,Prison,Med,Adult,Male,0,NA,747,768,10004226,NA,HIFLD,Public Records,906 PENDERLEA HWY,BURGAW,28425,34.55471094,-77.93711186,PENDER,37141,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1003,North Carolina,PIEDMONT CI,PIEDMONT CORRECTIONAL INSTITUTION,NA,Prison,Med/Min,Adult,Male,0,NA,961,952,10004183,NA,HIFLD,Public Records,1245 CAMP RD,SALISBURY,28147,35.62127907,-80.5450782,ROWAN,37159,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1003,North Carolina,PIEDMONT CORRECTIONAL INSTITUTION,PIEDMONT CORRECTIONAL INSTITUTION,NA,Prison,Med/Min,Adult,Male,0,NA,961,952,10004183,NA,HIFLD,Public Records,1245 CAMP RD,SALISBURY,28147,35.62127907,-80.5450782,ROWAN,37159,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1004,North Carolina,562-POLK WORK CAMP,POLK CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,877,904,10001747,NA,HIFLD,Public Records,1001 VEAZEY RD,BUTNER,27509,36.13581599,-78.78554777,GRANVILLE,37077,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1004,North Carolina,580-POLK CI,POLK CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,877,904,10001747,NA,HIFLD,Public Records,1001 VEAZEY RD,BUTNER,27509,36.13581599,-78.78554777,GRANVILLE,37077,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1004,North Carolina,POLK CI,POLK CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,877,904,10001747,NA,HIFLD,Public Records,1001 VEAZEY RD,BUTNER,27509,36.13581599,-78.78554777,GRANVILLE,37077,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1004,North Carolina,POLK CI FL,POLK CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,877,904,10001747,NA,HIFLD,Public Records,1001 VEAZEY RD,BUTNER,27509,36.13581599,-78.78554777,GRANVILLE,37077,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1004,North Carolina,POLK CORRECTIONAL INSTITUTION,POLK CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,877,904,10001747,NA,HIFLD,Public Records,1001 VEAZEY RD,BUTNER,27509,36.13581599,-78.78554777,GRANVILLE,37077,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1005,North Carolina,RALEIGH CCW,RALEIGH CCW,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,34e19,NA,NA,NA,NA,NA,NA,NA,NA,37183,NA,state
1006,North Carolina,RANDOLPH CC,RANDOLPH CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,225,226,10001771,NA,HIFLD,Public Records,2760 US HWY 220 BUSINESS,ASHEBORO,27203,35.66810835,-79.824242280000007,RANDOLPH,37151,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1006,North Carolina,RANDOLPH CORRECTIONAL CENTER,RANDOLPH CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,225,226,10001771,NA,HIFLD,Public Records,2760 US HWY 220 BUSINESS,ASHEBORO,27203,35.66810835,-79.824242280000007,RANDOLPH,37151,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1007,North Carolina,RIVERS CI,RIVERS CORRECTIONAL INSTITUTION,NA,Prison,NA,NA,NA,0,NA,1217,1450,10001745,NA,HIFLD,HIFLD,145 PARKER'S FISHERY RD,WINTON,27986,36.40526967,-76.95966914,HERTFORD,37091,https://www.geogroup.com/Locations,federal
1007,North Carolina,RIVERS CORRECTIONAL INSTITUTION,RIVERS CORRECTIONAL INSTITUTION,NA,Prison,NA,NA,NA,0,NA,1217,1450,10001745,NA,HIFLD,HIFLD,145 PARKER'S FISHERY RD,WINTON,27986,36.40526967,-76.95966914,HERTFORD,37091,https://www.geogroup.com/Locations,federal
1008,North Carolina,ROBESON CONFINEMENT IN RESPONSE TO VIOLATION,ROBESON CONFINEMENT IN RESPONSE TO VIOLATION,NA,Detention Center,NA,Adult,Male,0,NA,145,192,10001794,NA,HIFLD,Public Records,803 NC HWY 711,LUMBERTON,28360,34.6251147,-79.0757916,ROBESON,37155,https://www.ncdps.gov/Adult-Corrections/Community-Corrections/Confinement-in-Response-to-Violation-CRV,state
1008,North Carolina,ROBESON CRV,ROBESON CONFINEMENT IN RESPONSE TO VIOLATION,NA,Detention Center,NA,Adult,Male,0,NA,145,192,10001794,NA,HIFLD,Public Records,803 NC HWY 711,LUMBERTON,28360,34.6251147,-79.0757916,ROBESON,37155,https://www.ncdps.gov/Adult-Corrections/Community-Corrections/Confinement-in-Response-to-Violation-CRV,state
1009,North Carolina,RUTHERFORD CC,RUTHERFORD CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,236,236,10001778,NA,HIFLD,Public Records,549 LEDBETTER RD,SPINDALE,28160,35.36509371,-81.91454325,RUTHERFORD,37161,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1009,North Carolina,RUTHERFORD CORRECTIONAL CENTER,RUTHERFORD CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,236,236,10001778,NA,HIFLD,Public Records,549 LEDBETTER RD,SPINDALE,28160,35.36509371,-81.91454325,RUTHERFORD,37161,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1010,North Carolina,SAMPSON CI,SAMPSON CORRECTIONAL INSTITUTION,NA,Prison,Med/Min,Adult,Male,0,NA,458,452,10004213,NA,HIFLD,Public Records,700 NORTHWEST BLVD HWY 421N,CLINTON,28328,35.01274206,-78.34089616,SAMPSON,37163,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1010,North Carolina,SAMPSON CORRECTIONAL INSTITUTION,SAMPSON CORRECTIONAL INSTITUTION,NA,Prison,Med/Min,Adult,Male,0,NA,458,452,10004213,NA,HIFLD,Public Records,700 NORTHWEST BLVD HWY 421N,CLINTON,28328,35.01274206,-78.34089616,SAMPSON,37163,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1011,North Carolina,SANFORD CC,SANFORD CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,295,298,10001777,NA,HIFLD,Public Records,417 ADVANCEMENT CENTER RD,SANFORD,27330,35.4726341,-79.1593789,LEE,37105,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1011,North Carolina,SANFORD CORRECTIONAL CENTER,SANFORD CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,295,298,10001777,NA,HIFLD,Public Records,417 ADVANCEMENT CENTER RD,SANFORD,27330,35.4726341,-79.1593789,LEE,37105,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1012,North Carolina,SCOTLAND CI,SCOTLAND CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,1615,1652,10001793,NA,HIFLD,Public Records,22385 MCGIRT'S BRIDGE RD,LAURINBURG,28353,34.81190277,-79.36494701,SCOTLAND,37165,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1012,North Carolina,SCOTLAND CORRECTIONAL INSTITUTION,SCOTLAND CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,1615,1652,10001793,NA,HIFLD,Public Records,22385 MCGIRT'S BRIDGE RD,LAURINBURG,28353,34.81190277,-79.36494701,SCOTLAND,37165,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1013,North Carolina,SOUTH RALEIGH RE ENTRY CENTER,SOUTH RALEIGH RE ENTRY CENTER,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1013,North Carolina,SOUTH RALEIGH RE ENTRY CENTER,SOUTH RALEIGH RE ENTRY CENTER,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1013,North Carolina,SOUTH RALEIGH RE-ENTRY CENTER,SOUTH RALEIGH RE ENTRY CENTER,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1014,North Carolina,SOUTHERN CI,SOUTHERN CORRECTIONAL INSTITUTION,NA,Prison,Max,Adult,Male,0,NA,672,664,10001784,NA,HIFLD,Public Records,272 GLEN RD,TROY,27371,35.37938363,-79.87216029,MONTGOMERY,37123,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1014,North Carolina,SOUTHERN CORRECTIONAL INSTITUTION,SOUTHERN CORRECTIONAL INSTITUTION,NA,Prison,Max,Adult,Male,0,NA,672,664,10001784,NA,HIFLD,Public Records,272 GLEN RD,TROY,27371,35.37938363,-79.87216029,MONTGOMERY,37123,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1015,North Carolina,STATEWIDE,STATEWIDE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1016,North Carolina,SWANNANOA CCW,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,NA,Prison,Min,Adult,Female,0,NA,360,366,10006217,NA,HIFLD,Public Records,55 LAKE EDEN ROAD,BLACK MOUNTAIN,28711,35.61094196,-82.37390015,BUNCOMBE,37021,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1016,North Carolina,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,NA,Prison,Min,Adult,Female,0,NA,360,366,10006217,NA,HIFLD,Public Records,55 LAKE EDEN ROAD,BLACK MOUNTAIN,28711,35.61094196,-82.37390015,BUNCOMBE,37021,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1016,North Carolina,SWANNANOA CORRECTIONAL CENTERW,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,NA,Prison,Min,Adult,Female,0,NA,360,366,10006217,NA,HIFLD,Public Records,55 LAKE EDEN ROAD,BLACK MOUNTAIN,28711,35.61094196,-82.37390015,BUNCOMBE,37021,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1017,North Carolina,TABOR CI,TABOR CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,1721,1752,10001799,NA,HIFLD,Public Records,4600 SWAMP FOX HWY W,TABOR CITY,28463,34.18742355,-78.91156021,COLUMBUS,37047,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1017,North Carolina,TABOR CORRECTIONAL INSTITUTION,TABOR CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,1721,1752,10001799,NA,HIFLD,Public Records,4600 SWAMP FOX HWY W,TABOR CITY,28463,34.18742355,-78.91156021,COLUMBUS,37047,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1018,North Carolina,TYRRELL PRISON WORK FARM,TYRRELL PRISON WORK FARM,NA,Work Camp,Min,Adult,Male,0,NA,639,620,10001021,NA,HIFLD,Public Records,620 SNELL RD,COLUMBIA,27925,35.95760896,-76.22791455,TYRRELL,37177,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1018,North Carolina,TYRRELL PWF,TYRRELL PRISON WORK FARM,NA,Work Camp,Min,Adult,Male,0,NA,639,620,10001021,NA,HIFLD,Public Records,620 SNELL RD,COLUMBIA,27925,35.95760896,-76.22791455,TYRRELL,37177,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1019,North Carolina,WAKE CC,WAKE CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,407,414,10004174,NA,HIFLD,Public Records,1000 ROCK QUARRY RD,RALEIGH,27610,35.76529636,-78.61752518,WAKE,37183,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1019,North Carolina,WAKE CORRECTIONAL CENTER,WAKE CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,407,414,10004174,NA,HIFLD,Public Records,1000 ROCK QUARRY RD,RALEIGH,27610,35.76529636,-78.61752518,WAKE,37183,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1020,North Carolina,WARREN CI,WARREN CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,667,809,10004146,NA,HIFLD,Public Records,379 COLLINS RD,MANSON,27553,36.41681967,-78.27022977,WARREN,37185,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1020,North Carolina,WARREN CORRECTIONAL INSTITUTION,WARREN CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,667,809,10004146,NA,HIFLD,Public Records,379 COLLINS RD,MANSON,27553,36.41681967,-78.27022977,WARREN,37185,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1020,North Carolina,WCI,WARREN CORRECTIONAL INSTITUTION,NA,Prison,Max/Min,Adult,Male,0,NA,667,809,10004146,NA,HIFLD,Public Records,379 COLLINS RD,MANSON,27553,36.41681967,-78.27022977,WARREN,37185,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1021,North Carolina,WILKES CC,WILKES CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,266,268,10004153,NA,HIFLD,Public Records,404 STATESVILLE RD,NORTH WILKESBORO,28659,36.16455616,-81.1320742,WILKES,37193,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1021,North Carolina,WILKES CORRECTIONAL CENTER,WILKES CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,266,268,10004153,NA,HIFLD,Public Records,404 STATESVILLE RD,NORTH WILKESBORO,28659,36.16455616,-81.1320742,WILKES,37193,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,state
1022,North Dakota,CENTRA OFFICE COA,CENTRAL OFFICE,NA,Administrative,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1022,North Dakota,CENTRAL OFFICE,CENTRAL OFFICE,NA,Administrative,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1022,North Dakota,CENTRAL OFFICE COA,CENTRAL OFFICE,NA,Administrative,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1022,North Dakota,CO,CENTRAL OFFICE,NA,Administrative,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1023,North Dakota,COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO,COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1913,North Dakota,COMMUNITY EXTENDED NUCLEAR TRA FARGO ND,COMMUNITY EXTENDED NUCLEAR TRANSITIONAL RESIDENCE FARGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FARGO,NA,46.8664267,-96.8404784,NA,NA,NA,federal
1913,North Dakota,COMMUNITY EXTENDED NUCLEAR TRANSITIONAL RESIDENCE FARGO,COMMUNITY EXTENDED NUCLEAR TRANSITIONAL RESIDENCE FARGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FARGO,NA,46.8664267,-96.8404784,NA,NA,NA,federal
1914,North Dakota,COMMUNITY EXTENDED NUCLEAR TRA MANDAN ND,COMMUNITY EXTENDED NUCLEAR TRANSITIONAL RESIDENCE MANDAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANDAN,NA,46.8296936,-100.9311397,NA,NA,NA,federal
1914,North Dakota,COMMUNITY EXTENDED NUCLEAR TRANSITIONAL RESIDENCE MANDAN,COMMUNITY EXTENDED NUCLEAR TRANSITIONAL RESIDENCE MANDAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANDAN,NA,46.8296936,-100.9311397,NA,NA,NA,federal
1024,North Dakota,DAKOTA WOMENS CORRECTIONAL REHABILITATION CENTER,DAKOTA WOMENS CORRECTIONAL REHABILITATION CENTER,NA,Prison,Min,Adult,Female,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1024,North Dakota,DWCRC,DAKOTA WOMENS CORRECTIONAL REHABILITATION CENTER,NA,Prison,Min,Adult,Female,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1025,North Dakota,DIVISION OF JUVENILE SERVICES,DIVISION OF JUVENILE SERVICES,NA,Geographic,NA,Juvenile,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1025,North Dakota,DJS,DIVISION OF JUVENILE SERVICES,NA,Geographic,NA,Juvenile,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1026,North Dakota,JAMES RIVER CORRECTIONAL CENTER,JAMES RIVER CORRECTIONAL CENTER,NA,Prison,Med,Adult,Male,0,NA,439,424,10003603,NA,HIFLD,HIFLD,2521 CIRCLE DR,JAMESTOWN,58401,46.88322924,-98.68507045,STUTSMAN,38093,http://www.nd.gov/docr/adult/,state
1026,North Dakota,JRCC,JAMES RIVER CORRECTIONAL CENTER,NA,Prison,Med,Adult,Male,0,NA,439,424,10003603,NA,HIFLD,HIFLD,2521 CIRCLE DR,JAMESTOWN,58401,46.88322924,-98.68507045,STUTSMAN,38093,http://www.nd.gov/docr/adult/,state
1933,North Dakota,LAKE REGION LAW ENFORCEMENT CE,LAKE REGION LAW ENFORCEMENT RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1073394,-98.8667354,NA,NA,NA,federal
1933,North Dakota,LAKE REGION LAW ENFORCEMENT RRC,LAKE REGION LAW ENFORCEMENT RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1073394,-98.8667354,NA,NA,NA,federal
1027,North Dakota,MISSOURRI RIVER CORRECTIONAL CENTER,MISSOURRI RIVER CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,187,191,10003602,NA,HIFLD,Public Records,1800 48TH AVE SW,BISMARCK,58506,46.75378779,-100.8227808,BURLEIGH,38015,http://www.nd.gov/docr/adult/,state
1027,North Dakota,MRCC,MISSOURRI RIVER CORRECTIONAL CENTER,NA,Prison,Min,Adult,Male,0,NA,187,191,10003602,NA,HIFLD,Public Records,1800 48TH AVE SW,BISMARCK,58506,46.75378779,-100.8227808,BURLEIGH,38015,http://www.nd.gov/docr/adult/,state
1028,North Dakota,NDSP,NORTH DAKOTA STATE PENITENTIARY,NA,Prison,Max,Adult,Male,0,NA,753,520,10003601,NA,HIFLD,HIFLD,3100 RAILROAD AVE,BISMARCK,58506,46.79996701,-100.7415405,BURLEIGH,38015,http://www.nd.gov/docr/adult/,state
1028,North Dakota,NORTH DAKOTA STATE PENITENTIARY,NORTH DAKOTA STATE PENITENTIARY,NA,Prison,Max,Adult,Male,0,NA,753,520,10003601,NA,HIFLD,HIFLD,3100 RAILROAD AVE,BISMARCK,58506,46.79996701,-100.7415405,BURLEIGH,38015,http://www.nd.gov/docr/adult/,state
1029,North Dakota,PP,PROBATION AND PAROLE,NA,Geographic,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1029,North Dakota,PROBATION AND PAROLE,PROBATION AND PAROLE,NA,Geographic,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1030,North Dakota,YCC,YOUTH CORRECTIONAL CENTER,NA,Prison,NA,Juvenile,Mixed,0,NA,NA,NA,NA,NA,NA,NA,701 16TH AVE SW,MANDAN,58554,46.8187668,-100.913189,NA,NA,https://www.docr.nd.gov/covid-19-information,state
1030,North Dakota,YOUTH CORRECTIONAL CENTER,YOUTH CORRECTIONAL CENTER,NA,Prison,NA,Juvenile,Mixed,0,NA,NA,NA,NA,NA,NA,NA,701 16TH AVE SW,MANDAN,58554,46.8187668,-100.913189,NA,NA,https://www.docr.nd.gov/covid-19-information,state
1031,Not Available,ACS CORRECTIONS,ACS CORRECTIONS,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1878,Not Available,ALL ICE FACILITIES,ALL ICE FACILITIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.ice.gov/coronavirus,immigration
1032,Not Available,ALTERNATIVES INCORPORATED,ALTERNATIVES INCORPORATED,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1033,Not Available,ALVIS HOUSE INC,ALVIS HOUSE INC,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1034,Not Available,ATALBERT HOUSE INC,ATALBERT HOUSE INC,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1035,Not Available,CHASE CENTER,CHASE CENTER,NA,Prison,Min,Adult,Male,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1036,Not Available,COMMUNITY SOLUTIONS INC,COMMUNITY SOLUTIONS INC,NA,Contractor,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1037,Not Available,CORE SERVICES GROUP INC RRC,CORE SERVICES GROUP INC RRC,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1038,Not Available,DISMAS CCC,DISMAS CCC,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1039,Not Available,DISMAS CHARITIES COMMCORRCTR,DISMAS CHARITIES COMMCORRCTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1040,Not Available,DISMAS CHARITIES INC,DISMAS CHARITIES INC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1041,Not Available,DISMAS HOUSE CHARITIES INC,DISMAS HOUSE CHARITIES INC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1042,Not Available,DRC DAY REPORTING CENTER - GEO,DRC DAY REPORTING CENTER GEO,NA,Transitional Center,NA,NA,NA,1,GeoGroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1042,Not Available,DRC DAY REPORTING CENTER GEO,DRC DAY REPORTING CENTER GEO,NA,Transitional Center,NA,NA,NA,1,GeoGroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1043,Not Available,GEO CARE,GEO CARE,NA,Contractor,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1044,Not Available,GEO CARE INC,GEO CARE INC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
1045,Not Available,GEO GROUP INC,GEO GROUP INC,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,federal
