"","name_raw","name_clean","state","jurisdiction"
"13991","State-wide (non-facility)","STATEWIDE","New York","state"
"14001","State-Wide (staff only)","STATEWIDE","New York","state"
"14011","State-wide non-facility","STATEWIDE","New York","state"
"14021","State-Wide","STATEWIDE","New York","state"
"14031","State-Wide","STATEWIDE","New York","state"
"14041","State-wide (for non-facility)","STATEWIDE","New York","state"
"14051","State-wide (for residents)","STATEWIDE","New York","state"
"14061","State-Wide (inmates only until also provided)","STATEWIDE","New York","state"
"14071","State-wide for non-facility","STATEWIDE","New York","state"
"14081","State-Wide","STATEWIDE","New York","state"
"14091","State-Wide","STATEWIDE","New York","state"
"14101","State-wide","STATEWIDE","New York","state"
"14111","State-wide (for non-facility)","STATEWIDE","New York","state"
"14121","State-wide for non-facility","STATEWIDE","New York","state"
"14131","State-Wide","STATEWIDE","New York","state"
"14141","State-Wide (for non-specific facilities)","STATEWIDE","New York","state"
"14151","State-Wide for non-specific facilities","STATEWIDE","New York","state"
"14161","State-Wide","STATEWIDE","New York","state"
"14171","StateWide","STATEWIDE","New York","state"
"14181","State-Wide","STATEWIDE","Oregon","state"
"14191","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14201","State-Wide","STATEWIDE","Oregon","state"
"14211","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14221","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14231","State-Wide","STATEWIDE","Oregon","state"
"14241","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14251","State-Wide (for staff count)","STATEWIDE","Oregon","state"
"14261","State-Wide for staff count","STATEWIDE","Oregon","state"
"14271","State-Wide","STATEWIDE","Oregon","state"
"14281","State-Wide","STATEWIDE","Oregon","state"
"14291","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14301","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14311","State-Wide","STATEWIDE","Oregon","state"
"14321","Statewide","STATEWIDE","Oregon","state"
"14331","State-Wide","STATEWIDE","Oregon","state"
"14341","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14351","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14361","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"14371","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"14381","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14391","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14401","STATE-WIDE","STATEWIDE","Oregon","state"
"14411","State-Wide","STATEWIDE","Oregon","state"
"14421","State-Wide","STATEWIDE","Oregon","state"
"14431","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14441","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14451","State-Wide","STATEWIDE","Oregon","state"
"14461","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14471","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14481","State-Wide","STATEWIDE","Oregon","state"
"14491","State-Wide","STATEWIDE","Oregon","state"
"14501","State-Wide","STATEWIDE","Oregon","state"
"14511","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14521","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14531","State-Wide","STATEWIDE","Oregon","state"
"14541","State-Wide","STATEWIDE","Oregon","state"
"14551","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14561","State-Wide","STATEWIDE","Oregon","state"
"14571","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"14581","State-Wide (for staff count)","STATEWIDE","Oregon","state"
"14591","State-wide for non-facility","STATEWIDE","Oregon","state"
"14601","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"14611","State-wide for non-facility","STATEWIDE","Oregon","state"
"14621","State-Wide (for staff count)","STATEWIDE","Oregon","state"
"14631","State-Wide for staff count","STATEWIDE","Oregon","state"
"14641","State-Wide","STATEWIDE","Oregon","state"
"14651","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14661","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14671","State-Wide","STATEWIDE","Oregon","state"
"14681","State-wide","STATEWIDE","Oregon","state"
"14691","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"14701","State-wide for non-facility","STATEWIDE","Oregon","state"
"14711","State-Wide","STATEWIDE","Oregon","state"
"14721","State-Wide (for staff count)","STATEWIDE","Oregon","state"
"14731","State-Wide for staff count","STATEWIDE","Oregon","state"
"14741","State-Wide","STATEWIDE","Oregon","state"
"14751","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14761","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14771","State-Wide","STATEWIDE","Oregon","state"
"14781","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14791","State-Wide","STATEWIDE","Oregon","state"
"14801","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14811","State-Wide","STATEWIDE","Oregon","state"
"14821","State-Wide","STATEWIDE","Oregon","state"
"14831","State-Wide","STATEWIDE","Oregon","state"
"14841","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14851","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14861","State-wide For Non-specific Facilities","STATEWIDE","Oregon","state"
"14871","State-Wide","STATEWIDE","Oregon","state"
"14881","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14891","State-Wide (staff only)","STATEWIDE","Oregon","state"
"14901","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"14911","State-Wide","STATEWIDE","Oregon","state"
"14921","State-Wide (for staff count)","STATEWIDE","Oregon","state"
"14931","State-Wide","STATEWIDE","Oregon","state"
"14941","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"14951","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"14961","State-Wide","STATEWIDE","Oregon","state"
"14971","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"14981","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"14991","State-wide¬†for¬†non-facility","STATEWIDE","Oregon","state"
"15001","State-widefornon-facility","STATEWIDE","Oregon","state"
"15011","Statewide","STATEWIDE","Oregon","state"
"15021","State-Wide","STATEWIDE","Oregon","state"
"15031","State-Wide","STATEWIDE","Oregon","state"
"15041","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"15051","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"15061","State-Wide","STATEWIDE","Oregon","state"
"15071","State-Wide","STATEWIDE","Oregon","state"
"15081","State-Wide","STATEWIDE","Oregon","state"
"15091","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"15101","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"15111","State-Wide","STATEWIDE","Oregon","state"
"15121","State-wide (non-facility)","STATEWIDE","Oregon","state"
"15131","State-Wide (staff only)","STATEWIDE","Oregon","state"
"15141","State-wide non-facility","STATEWIDE","Oregon","state"
"15151","State-Wide","STATEWIDE","Oregon","state"
"15161","State-Wide","STATEWIDE","Oregon","state"
"15171","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"15181","State-wide (for residents)","STATEWIDE","Oregon","state"
"15191","State-Wide (inmates only until also provided)","STATEWIDE","Oregon","state"
"15201","State-wide for non-facility","STATEWIDE","Oregon","state"
"15211","State-Wide","STATEWIDE","Oregon","state"
"15221","State-Wide","STATEWIDE","Oregon","state"
"15231","State-wide","STATEWIDE","Oregon","state"
"15241","State-wide (for non-facility)","STATEWIDE","Oregon","state"
"15251","State-wide for non-facility","STATEWIDE","Oregon","state"
"15261","State-Wide","STATEWIDE","Oregon","state"
"15271","State-Wide (for non-specific facilities)","STATEWIDE","Oregon","state"
"15281","State-Wide for non-specific facilities","STATEWIDE","Oregon","state"
"15291","State-Wide","STATEWIDE","Oregon","state"
"15301","StateWide","STATEWIDE","Oregon","state"
"15311","State-Wide","STATEWIDE","Rhode Island","state"
"15321","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15331","State-Wide","STATEWIDE","Rhode Island","state"
"15341","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15351","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15361","State-Wide","STATEWIDE","Rhode Island","state"
"15371","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15381","State-Wide (for staff count)","STATEWIDE","Rhode Island","state"
"15391","State-Wide for staff count","STATEWIDE","Rhode Island","state"
"15401","State-Wide","STATEWIDE","Rhode Island","state"
"15411","State-Wide","STATEWIDE","Rhode Island","state"
"15421","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15431","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15441","State-Wide","STATEWIDE","Rhode Island","state"
"15451","Statewide","STATEWIDE","Rhode Island","state"
"15461","State-Wide","STATEWIDE","Rhode Island","state"
"15471","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15481","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15491","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"15501","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"15511","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15521","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15531","STATE-WIDE","STATEWIDE","Rhode Island","state"
"15541","State-Wide","STATEWIDE","Rhode Island","state"
"15551","State-Wide","STATEWIDE","Rhode Island","state"
"15561","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15571","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15581","State-Wide","STATEWIDE","Rhode Island","state"
"15591","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15601","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15611","State-Wide","STATEWIDE","Rhode Island","state"
"15621","State-Wide","STATEWIDE","Rhode Island","state"
"15631","State-Wide","STATEWIDE","Rhode Island","state"
"15641","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15651","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15661","State-Wide","STATEWIDE","Rhode Island","state"
"15671","State-Wide","STATEWIDE","Rhode Island","state"
"15681","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15691","State-Wide","STATEWIDE","Rhode Island","state"
"15701","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"15711","State-Wide (for staff count)","STATEWIDE","Rhode Island","state"
"15721","State-wide for non-facility","STATEWIDE","Rhode Island","state"
"15731","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"15741","State-wide for non-facility","STATEWIDE","Rhode Island","state"
"15751","State-Wide (for staff count)","STATEWIDE","Rhode Island","state"
"15761","State-Wide for staff count","STATEWIDE","Rhode Island","state"
"15771","State-Wide","STATEWIDE","Rhode Island","state"
"15781","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15791","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15801","State-Wide","STATEWIDE","Rhode Island","state"
"15811","State-wide","STATEWIDE","Rhode Island","state"
"15821","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"15831","State-wide for non-facility","STATEWIDE","Rhode Island","state"
"15841","State-Wide","STATEWIDE","Rhode Island","state"
"15851","State-Wide (for staff count)","STATEWIDE","Rhode Island","state"
"15861","State-Wide for staff count","STATEWIDE","Rhode Island","state"
"15871","State-Wide","STATEWIDE","Rhode Island","state"
"15881","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15891","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15901","State-Wide","STATEWIDE","Rhode Island","state"
"15911","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15921","State-Wide","STATEWIDE","Rhode Island","state"
"15931","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15941","State-Wide","STATEWIDE","Rhode Island","state"
"15951","State-Wide","STATEWIDE","Rhode Island","state"
"15961","State-Wide","STATEWIDE","Rhode Island","state"
"15971","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"15981","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"15991","State-wide For Non-specific Facilities","STATEWIDE","Rhode Island","state"
"16001","State-Wide","STATEWIDE","Rhode Island","state"
"16011","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"16021","State-Wide (staff only)","STATEWIDE","Rhode Island","state"
"16031","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"16041","State-Wide","STATEWIDE","Rhode Island","state"
"16051","State-Wide (for staff count)","STATEWIDE","Rhode Island","state"
"16061","State-Wide","STATEWIDE","Rhode Island","state"
"16071","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"16081","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"16091","State-Wide","STATEWIDE","Rhode Island","state"
"16101","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"16111","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"16121","State-wide¬†for¬†non-facility","STATEWIDE","Rhode Island","state"
"16131","State-widefornon-facility","STATEWIDE","Rhode Island","state"
"16141","Statewide","STATEWIDE","Rhode Island","state"
"16151","State-Wide","STATEWIDE","Rhode Island","state"
"16161","State-Wide","STATEWIDE","Rhode Island","state"
"16171","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"16181","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"16191","State-Wide","STATEWIDE","Rhode Island","state"
"16201","State-Wide","STATEWIDE","Rhode Island","state"
"16211","State-Wide","STATEWIDE","Rhode Island","state"
"16221","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"16231","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"16241","State-Wide","STATEWIDE","Rhode Island","state"
"16251","State-wide (non-facility)","STATEWIDE","Rhode Island","state"
"16261","State-Wide (staff only)","STATEWIDE","Rhode Island","state"
"16271","State-wide non-facility","STATEWIDE","Rhode Island","state"
"16281","State-Wide","STATEWIDE","Rhode Island","state"
"16291","State-Wide","STATEWIDE","Rhode Island","state"
"16301","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"16311","State-wide (for residents)","STATEWIDE","Rhode Island","state"
"16321","State-Wide (inmates only until also provided)","STATEWIDE","Rhode Island","state"
"16331","State-wide for non-facility","STATEWIDE","Rhode Island","state"
"16341","State-Wide","STATEWIDE","Rhode Island","state"
"16351","State-Wide","STATEWIDE","Rhode Island","state"
"16361","State-wide","STATEWIDE","Rhode Island","state"
"16371","State-wide (for non-facility)","STATEWIDE","Rhode Island","state"
"16381","State-wide for non-facility","STATEWIDE","Rhode Island","state"
"16391","State-Wide","STATEWIDE","Rhode Island","state"
"16401","State-Wide (for non-specific facilities)","STATEWIDE","Rhode Island","state"
"16411","State-Wide for non-specific facilities","STATEWIDE","Rhode Island","state"
"16421","State-Wide","STATEWIDE","Rhode Island","state"
"16431","StateWide","STATEWIDE","Rhode Island","state"
"16441","State-Wide","STATEWIDE","Texas","state"
"16451","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16461","State-Wide","STATEWIDE","Texas","state"
"16471","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16481","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"16491","State-Wide","STATEWIDE","Texas","state"
"16501","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16511","State-Wide (for staff count)","STATEWIDE","Texas","state"
"16521","State-Wide for staff count","STATEWIDE","Texas","state"
"16531","State-Wide","STATEWIDE","Texas","state"
"16541","State-Wide","STATEWIDE","Texas","state"
"16551","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16561","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"16571","State-Wide","STATEWIDE","Texas","state"
"16581","Statewide","STATEWIDE","Texas","state"
"16591","State-Wide","STATEWIDE","Texas","state"
"16601","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16611","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"16621","State-wide (for non-facility)","STATEWIDE","Texas","state"
"16631","State-wide (for non-facility)","STATEWIDE","Texas","state"
"16641","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16651","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"16661","STATE-WIDE","STATEWIDE","Texas","state"
"16671","State-Wide","STATEWIDE","Texas","state"
"16681","State-Wide","STATEWIDE","Texas","state"
"16691","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16701","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"16711","State-Wide","STATEWIDE","Texas","state"
"16721","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16731","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"16741","State-Wide","STATEWIDE","Texas","state"
"16751","State-Wide","STATEWIDE","Texas","state"
"16761","State-Wide","STATEWIDE","Texas","state"
"16771","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16781","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"16791","State-Wide","STATEWIDE","Texas","state"
"16801","State-Wide","STATEWIDE","Texas","state"
"16811","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16821","State-Wide","STATEWIDE","Texas","state"
"16831","State-wide (for non-facility)","STATEWIDE","Texas","state"
"16841","State-Wide (for staff count)","STATEWIDE","Texas","state"
"16851","State-wide for non-facility","STATEWIDE","Texas","state"
"16861","State-wide (for non-facility)","STATEWIDE","Texas","state"
"16871","State-wide for non-facility","STATEWIDE","Texas","state"
"16881","State-Wide (for staff count)","STATEWIDE","Texas","state"
"16891","State-Wide for staff count","STATEWIDE","Texas","state"
"16901","State-Wide","STATEWIDE","Texas","state"
"16911","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"16921","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"16931","State-Wide","STATEWIDE","Texas","state"
"16941","State-wide","STATEWIDE","Texas","state"
"16951","State-wide (for non-facility)","STATEWIDE","Texas","state"
"16961","State-wide for non-facility","STATEWIDE","Texas","state"
"16971","State-Wide","STATEWIDE","Texas","state"
"16981","State-Wide (for staff count)","STATEWIDE","Texas","state"
"16991","State-Wide for staff count","STATEWIDE","Texas","state"
"17001","State-Wide","STATEWIDE","Texas","state"
"17011","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17021","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"17031","State-Wide","STATEWIDE","Texas","state"
"17041","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17051","State-Wide","STATEWIDE","Texas","state"
"17061","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17071","State-Wide","STATEWIDE","Texas","state"
"17081","State-Wide","STATEWIDE","Texas","state"
"17091","State-Wide","STATEWIDE","Texas","state"
"17101","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17111","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"17121","State-wide For Non-specific Facilities","STATEWIDE","Texas","state"
"17131","State-Wide","STATEWIDE","Texas","state"
"17141","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17151","State-Wide (staff only)","STATEWIDE","Texas","state"
"17161","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"17171","State-Wide","STATEWIDE","Texas","state"
"17181","State-Wide (for staff count)","STATEWIDE","Texas","state"
"17191","State-Wide","STATEWIDE","Texas","state"
"17201","State-wide (for non-facility)","STATEWIDE","Texas","state"
"17211","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17221","State-Wide","STATEWIDE","Texas","state"
"17231","State-wide (for non-facility)","STATEWIDE","Texas","state"
"17241","State-wide (for non-facility)","STATEWIDE","Texas","state"
"17251","State-wide¬†for¬†non-facility","STATEWIDE","Texas","state"
"17261","State-widefornon-facility","STATEWIDE","Texas","state"
"17271","Statewide","STATEWIDE","Texas","state"
"17281","State-Wide","STATEWIDE","Texas","state"
"17291","State-Wide","STATEWIDE","Texas","state"
"17301","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17311","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"17321","State-Wide","STATEWIDE","Texas","state"
"17331","State-Wide","STATEWIDE","Texas","state"
"17341","State-Wide","STATEWIDE","Texas","state"
"17351","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17361","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"17371","State-Wide","STATEWIDE","Texas","state"
"17381","State-wide (non-facility)","STATEWIDE","Texas","state"
"17391","State-Wide (staff only)","STATEWIDE","Texas","state"
"17401","State-wide non-facility","STATEWIDE","Texas","state"
"17411","State-Wide","STATEWIDE","Texas","state"
"17421","State-Wide","STATEWIDE","Texas","state"
"17431","State-wide (for non-facility)","STATEWIDE","Texas","state"
"17441","State-wide (for residents)","STATEWIDE","Texas","state"
"17451","State-Wide (inmates only until also provided)","STATEWIDE","Texas","state"
"17461","State-wide for non-facility","STATEWIDE","Texas","state"
"17471","State-Wide","STATEWIDE","Texas","state"
"17481","State-Wide","STATEWIDE","Texas","state"
"17491","State-wide","STATEWIDE","Texas","state"
"17501","State-wide (for non-facility)","STATEWIDE","Texas","state"
"17511","State-wide for non-facility","STATEWIDE","Texas","state"
"17521","State-Wide","STATEWIDE","Texas","state"
"17531","State-Wide (for non-specific facilities)","STATEWIDE","Texas","state"
"17541","State-Wide for non-specific facilities","STATEWIDE","Texas","state"
"17551","State-Wide","STATEWIDE","Texas","state"
"17561","StateWide","STATEWIDE","Texas","state"
"17571","State-Wide","STATEWIDE","Vermont","state"
"17581","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17591","State-Wide","STATEWIDE","Vermont","state"
"17601","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17611","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"17621","State-Wide","STATEWIDE","Vermont","state"
"17631","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17641","State-Wide (for staff count)","STATEWIDE","Vermont","state"
"17651","State-Wide for staff count","STATEWIDE","Vermont","state"
"17661","State-Wide","STATEWIDE","Vermont","state"
"17671","State-Wide","STATEWIDE","Vermont","state"
"17681","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17691","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"17701","State-Wide","STATEWIDE","Vermont","state"
"17711","Statewide","STATEWIDE","Vermont","state"
"17721","State-Wide","STATEWIDE","Vermont","state"
"17731","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17741","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"17751","State-wide (for non-facility)","STATEWIDE","Vermont","state"
"17761","State-wide (for non-facility)","STATEWIDE","Vermont","state"
"17771","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17781","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"17791","STATE-WIDE","STATEWIDE","Vermont","state"
"17801","State-Wide","STATEWIDE","Vermont","state"
"17811","State-Wide","STATEWIDE","Vermont","state"
"17821","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17831","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"17841","State-Wide","STATEWIDE","Vermont","state"
"17851","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17861","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"17871","State-Wide","STATEWIDE","Vermont","state"
"17881","State-Wide","STATEWIDE","Vermont","state"
"17891","State-Wide","STATEWIDE","Vermont","state"
"17901","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17911","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"17921","State-Wide","STATEWIDE","Vermont","state"
"17931","State-Wide","STATEWIDE","Vermont","state"
"17941","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"17951","State-Wide","STATEWIDE","Vermont","state"
"17961","State-wide (for non-facility)","STATEWIDE","Vermont","state"
"17971","State-Wide (for staff count)","STATEWIDE","Vermont","state"
"17981","State-wide for non-facility","STATEWIDE","Vermont","state"
"17991","State-wide (for non-facility)","STATEWIDE","Vermont","state"
"18001","State-wide for non-facility","STATEWIDE","Vermont","state"
"18011","State-Wide (for staff count)","STATEWIDE","Vermont","state"
"18021","State-Wide for staff count","STATEWIDE","Vermont","state"
"18031","State-Wide","STATEWIDE","Vermont","state"
"18041","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18051","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"18061","State-Wide","STATEWIDE","Vermont","state"
"18071","State-wide","STATEWIDE","Vermont","state"
"18081","State-wide (for non-facility)","STATEWIDE","Vermont","state"
"18091","State-wide for non-facility","STATEWIDE","Vermont","state"
"18101","State-Wide","STATEWIDE","Vermont","state"
"18111","State-Wide (for staff count)","STATEWIDE","Vermont","state"
"18121","State-Wide for staff count","STATEWIDE","Vermont","state"
"18131","State-Wide","STATEWIDE","Vermont","state"
"18141","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18151","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"18161","State-Wide","STATEWIDE","Vermont","state"
"18171","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18181","State-Wide","STATEWIDE","Vermont","state"
"18191","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18201","State-Wide","STATEWIDE","Vermont","state"
"18211","State-Wide","STATEWIDE","Vermont","state"
"18221","State-Wide","STATEWIDE","Vermont","state"
"18231","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18241","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"18251","State-wide For Non-specific Facilities","STATEWIDE","Vermont","state"
"18261","State-Wide","STATEWIDE","Vermont","state"
"18271","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18281","State-Wide (staff only)","STATEWIDE","Vermont","state"
"18291","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"18301","State-Wide","STATEWIDE","Vermont","state"
"18311","State-Wide (for staff count)","STATEWIDE","Vermont","state"
"18321","State-Wide","STATEWIDE","Vermont","state"
"18331","State-wide (for non-facility)","STATEWIDE","Vermont","state"
"18341","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18351","State-Wide","STATEWIDE","Vermont","state"
"18361","State-wide (for non-facility)","STATEWIDE","Vermont","state"
"18371","State-wide (for non-facility)","STATEWIDE","Vermont","state"
"18381","State-wide¬†for¬†non-facility","STATEWIDE","Vermont","state"
"18391","State-widefornon-facility","STATEWIDE","Vermont","state"
"18401","Statewide","STATEWIDE","Vermont","state"
"18411","State-Wide","STATEWIDE","Vermont","state"
"18421","State-Wide","STATEWIDE","Vermont","state"
"18431","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18441","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"18451","State-Wide","STATEWIDE","Vermont","state"
"18461","State-Wide","STATEWIDE","Vermont","state"
"18471","State-Wide","STATEWIDE","Vermont","state"
"18481","State-Wide (for non-specific facilities)","STATEWIDE","Vermont","state"
"18491","State-Wide for non-specific facilities","STATEWIDE","Vermont","state"
"18501","State-Wide","STATEWIDE","Vermont","state"
"18511","State-wide (non-facility)","STATEWIDE","Vermont","state"
"18521","State-Wide (staff only)","STATEWIDE","Vermont","state"
"18531","State-wide non-facility","STATEWIDE","Vermont","state"
"18541","State-Wide","STATEWIDE","Vermont","state"
"18551","State-Wide","STATEWIDE","Vermont","state"
"18561","State-wide (for non-facility)","STATEWIDE","Vermont","state"
