"name","state","jurisdiction","description","security","age","gender","diff_operator_dummy","diff_operator","population","capacity","hifld_id","bjs_id","current","source_population","source_capacity","latitude","longitude","county_fips","zipcode","city","county"
"NORTHERN NEW HAMPSHIRE CORRECTIONAL FACILITY","New Hampshire","state","Prison","Med","A","M",NA,NA,782,665,10004116,"300000000070700000000","Current","HIFLD","HIFLD",44.51284996,-71.1450773,33007,3570,"BERLIN","COOS"
"SECOR INC LEBANON","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"SECURE PSYCHIATRIC UNIT AND RESIDENTIAL TREATMENT UNIT","New Hampshire","state","Prison Unit",NA,"A","M",NA,NA,56,NA,NA,"300000000070400000000","Current","Public Records",NA,43.22712,-71.55698,33013,3301,"CONCORD",NA
"STATEWIDE","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"TRANSITIONAL WORK CENTERS AND TRANSITIONAL HOUSING UNITS","New Hampshire","state","Transitional Center",NA,"A","B",NA,NA,146,NA,NA,NA,"Current","Public Records",NA,NA,NA,NA,NA,NA,NA
"WARREN B RUDMAN U S COURTHOUSE RRC","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"ADULT DIAGNOSTIC AND TREATMENT CENTER","New Jersey","state","Prison",NA,"A","M",NA,NA,472,700,10002298,NA,"Current","HIFLD","HIFLD",40.58959315,-74.27158104,34023,7095,"WOODBRIDGE","MIDDLESEX"
"BAYSIDE STATE PRISON","New Jersey","state","Prison",NA,"A",NA,NA,NA,1383,2206,10004018,"310000000070300000000","Current","HIFLD","Public Records",39.24379689,-74.95144898,34011,8327,"LEESBURG","CUMBERLAND"
"BO ROBINSON ASSESSMENT AND TREATMENT","New Jersey","state","Transitional Center",NA,NA,NA,"Different Operator","GeoGroup",NA,NA,NA,"318000000074200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"CENTRAL OFFICE HEADQUARTERS","New Jersey","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,40.2428226,-74.7920944,NA,8618,"TRENTON",NA
"CENTRAL RECEPTION AND ASSIGNMENT FACILITY","New Jersey","state","Reception Center","Max/Min","A","M",NA,NA,633,562,10002301,NA,"Current","HIFLD","HIFLD",40.24759594,-74.80452607,34021,8628,"TRENTON","MERCER"
"CLINTON HOUSE","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,40,NA,"318000000074300000000","Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"COLUMBUS HOUSE","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"CORRECTIONAL STAFF TRAINING ACADEMY","New Jersey","state","Administrative",NA,NA,NA,NA,NA,NA,200,10001515,NA,"Current","HIFLD","HIFLD",40.34246128,-74.39847856,34023,8831,"MONROE TOWNSHIP","MIDDLESEX"
"CURA INC","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"CUSTODY RECRUITMENT UNIT","New Jersey","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,40.24115,-74.79147,NA,8618,"TRENTON",NA
"EAST JERSEY STATE PRISON","New Jersey","state","Prison","Max","A","M",NA,NA,1227,1227,10003996,"310000000070200000000","Current","HIFLD","HIFLD",40.59056403,-74.26959748,34023,7065,"RAHWAY","MIDDLESEX"
"EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN","New Jersey","state","Prison","Max/Min","B","F",NA,NA,570,709,10003993,"310000000070400000000","Current","HIFLD","HIFLD",40.62888669,-74.93457377,34019,8809,"CLINTON","HUNTERDON"
"FAIRTON FEDERAL CORRECTIONAL INSTITUTION","New Jersey","federal","Prison",NA,NA,NA,NA,NA,1013,878,10001520,"316006666070100000000","Current","HIFLD","HIFLD",39.3848261,-75.16020169,34011,8320,"FAIRTON","CUMBERLAND"
"FORT DIX FEDERAL CORRECTIONAL INSTITUTION","New Jersey","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"316003666070200000000","Current",NA,NA,NA,NA,34005,NA,NA,NA
"FENWICK HOUSE","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,NA,NA,"318000000074700000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"FLETCHER HOUSE","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,NA,NA,"318000000076100000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"FORT DIX FEDERAL CORRECTIONAL INSTITUTION","New Jersey","federal","Prison",NA,NA,NA,NA,NA,3114,4041,10000770,"316003666070200000000","Current","HIFLD","HIFLD",39.99963048,-74.61453854,34005,8640,"FORT DIX","BURLINGTON"
"FORT DIX NJ","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,34005,NA,NA,NA
"GARDEN STATE YOUTH CORRECTIONAL FACILITY","New Jersey","state","Prison","Max/Min","B",NA,NA,NA,1591,1511,10004004,"310000000070600000000","Current","HIFLD","HIFLD",40.15916829,-74.67634386,34005,8515,"CROSSWICKS","BURLINGTON"
"GARRETT HOUSE","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,NA,NA,"318000000076200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"HOPE HALL","New Jersey","state","Transitional Center",NA,"A",NA,"Different Operator","Volunteers of America",-999,175,10006939,"318000000075000000000","Current","HIFLD","Public Records",NA,NA,18163,47711,"EVANSVILLE","VANDERBURGH"
"JAMES A HEMM HOUSE","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,60,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"KINTOCK BRIDGETON 1","New Jersey","state","Transitional Center",NA,"A",NA,"Different Operator",NA,NA,NA,NA,"318000000075400000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"KINTOCK BRIDGETON 2","New Jersey","state","Transitional Center",NA,"A",NA,"Different Operator",NA,NA,NA,NA,"318000000075400000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"KINTOCK GROUP THE RRC NEWARK","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,40.7023071,-74.1926149,34013,7114,"NEWARK",NA
"KINTOCK NEWARK","New Jersey","state","Transitional Center",NA,"A",NA,"Different Operator",NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"MID STATE CORRECTIONAL FACILITY","New Jersey","state","Prison","Med/Min","A","M",NA,NA,665,700,10001516,NA,"Current","HIFLD","HIFLD",39.99856358,-74.58339291,34005,8562,"WRIGHTSTOWN","BURLINGTON"
"MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY","New Jersey",NA,NA,NA,NA,NA,NA,NA,675,710,10001512,"310000000071000000000","Previous","HIFLD","HIFLD",40.64949159,-74.86623637,34019,8801,"ANNANDALE","HUNTERDON"
"NEW JERSEY STATE PRISON","New Jersey","state","Prison","Max","A","M",NA,NA,1401,1819,10004003,"310000000070100000000","Current","HIFLD","HIFLD",40.20727335,-74.75636872,34021,8608,"TRENTON","MERCER"
"NORTHERN STATE PRISON","New Jersey","state","Prison","Max/Min","A","M",NA,NA,2378,2615,10003990,"310000000071500000000","Current","HIFLD","HIFLD",40.71279184,-74.17351794,34013,7114,"NEWARK","ESSEX"
"SOUTH WOODS STATE PRISON","New Jersey","state","Prison","Max/Med","A","M",NA,NA,3351,3327,10001519,"310000000072800000000","Current","HIFLD","HIFLD",39.41308561,-75.20767164,34011,8302,"BRIDGETON","CUMBERLAND"
"SOUTHERN STATE CORRECTIONAL FACILITY","New Jersey","state","Prison",NA,"A","M",NA,NA,2017,2000,10004017,"310000000071300000000","Current","HIFLD","HIFLD",39.23464849,-74.95441994,34011,8314,"DELMONT","CUMBERLAND"
"STATEWIDE","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"STU","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310000000072700000000","Previous",NA,NA,40.58905,-74.27426,NA,7001,"AVENEL",NA
"THE HARBOR HOUSE","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,NA,NA,"318000000074900000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"TOLER HOUSE RRC","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"TULLY HOUSE","New Jersey","state","Transitional Center",NA,"A",NA,NA,NA,NA,NA,NA,"318000000076000000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"WILLIAM H FAUVER YOUTH CORRECTIONAL FACILITY","New Jersey","state","Prison","Max","J","M",NA,NA,NA,808,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"CENTRAL NEW MEXICO CORRECTIONAL FACILITY","New Mexico","state","Prison","Max/Min","A","M",NA,NA,NA,NA,NA,"320000000070700000000","Current",NA,NA,NA,NA,35061,NA,NA,NA
"DISMAS CHARITIES ALBUQUERQUE RRC","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"328001666071700000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"GUADALUPE COUNTY CORRECTIONAL FACILITY","New Mexico","state","Prison","Max/Min","A","M","Different Operator","GeoGroup",588,600,10001246,"328000000071500000000","Current","HIFLD","HIFLD",NA,NA,35019,88435,"SANTA ROSA","GUADALUPE"
"LEA COUNTY CORRECTIONAL FACILITY","New Mexico","state","Prison","Med","A","M","Different Operator","GeoGroup",1150,1200,10003790,"328000000071600000000","Current","HIFLD","HIFLD",NA,NA,35025,88240,"HOBBS","LEA"
"NORTHEAST NEW MEXICO CORRECTIONAL FACILITY","New Mexico","state","Prison","Med","A","M",NA,NA,NA,NA,NA,"328000000071700000000","Current",NA,NA,NA,NA,35059,NA,NA,NA
"NORTHWEST NEW MEXICO CORRECTIONAL CENTER","New Mexico","state","Transitional Center",NA,"A","M",NA,NA,-999,-999,10003781,NA,"Current","HIFLD","HIFLD",NA,NA,35006,87020,"GRANTS","CIBOLA"
"OTERO COUNTY PRISON FACILITY","New Mexico","state","Prison",NA,"A","M",NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,35035,NA,NA,NA
"OTERO COUNTY PRISON FACILITY RRC CHARPARRAL","New Mexico",NA,NA,NA,NA,NA,NA,NA,1004,1418,10003791,NA,"Previous","HIFLD","HIFLD",32.07842312,-106.2780732,35035,88081,"CHAPARRAL","OTERO"
"PENITENTIARY OF NEW MEXICO","New Mexico","state","Prison","Max","A","M",NA,NA,NA,790,NA,"320000000071600000000","Current",NA,"Public Records",NA,NA,35049,NA,NA,NA
"ROSWELL CORRECTIONAL CENTER","New Mexico","state","Prison","Min","A","M",NA,NA,339,340,10001249,"320000000070600000000","Current","HIFLD","Public Records",NA,NA,35005,88232,"HAGERMAN","CHAVES"
"SOUTHERN NEW MEXICO CORRECTIONAL FACILITY","New Mexico","state","Prison","Med/Min","A","M",NA,NA,NA,NA,NA,"320000000070800000000","Current",NA,NA,NA,NA,35013,NA,NA,NA
"SPRINGER CORRECTIONAL CENTER","New Mexico","state","Prison","Min","A","M",NA,NA,271,294,10003769,"320000000071300000000","Current","HIFLD","HIFLD",NA,NA,35007,87747,"SPRINGER","COLFAX"
"STATEWIDE","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"WESTERN NEW MEXICO CORRECTIONAL FACILITY","New Mexico","state","Prison","Max/Med","A","F",NA,NA,NA,388,NA,"320000000070900000000","Current",NA,"Public Records",NA,NA,35006,NA,NA,NA
"ADIRONDACK CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,398,566,10003134,"330000000072300000000","Current","HIFLD","HIFLD",44.2959809,-74.09147654,36031,12977,"RAY BROOK","ESSEX"
"ALBION CORRECTIONAL FACILITY","New York","state","Prison","Med","A","F",NA,NA,1083,1234,10003145,"330000000070300000000","Current","HIFLD","HIFLD",43.24495011,-78.21490278,36073,14411,"ALBION","ORLEANS"
"ALTONA CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,739,512,10001496,"330000000074600000000","Current","HIFLD","HIFLD",44.89132118,-73.65994966,36019,12910,"ALTONA","CLINTON"
"ATTICA CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,2009,2253,10002287,"330000000070200000000","Current","HIFLD","HIFLD",42.84963649,-78.27130142,36121,14011,"ATTICA","WYOMING"
"AUBURN CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,1601,1821,10000745,"330000000070400000000","Current","HIFLD","HIFLD",42.93458853,-76.57422546,36011,13024,"AUBURN","CAYUGA"
"BARE HILL CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1424,1722,10003131,"330000000075800000000","Current","HIFLD","HIFLD",44.88036405,-74.32415649,36033,12953,"MALONE","FRANKLIN"
"BEDFORD HILLS CORRECTIONAL FACILITY","New York","state","Reception Center","Max","A","F",NA,NA,823,921,10002290,"330000000072000000000","Current","HIFLD","HIFLD",41.23840338,-73.68078525,36119,10507,"BEDFORD HILLS","WESTCHESTER"
"BRONX CCC","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338031666070400000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BROOKLYN HOUSE","New York","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"BROOKLYN METROPOLITAN DETENTION CENTER","New York","federal","Transitional Center",NA,NA,NA,NA,NA,1676,1878,10003229,NA,"Current","HIFLD","HIFLD",40.65990923,-74.00381847,36047,11232,"BROOKLYN","KINGS"
"CAPE VINCENT CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,856,882,10000744,"330000000076000000000","Current","HIFLD","HIFLD",44.19783321,-76.18797615,36045,13618,"CAPE VINCENT","JEFFERSON"
"CAYUGA CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,926,1082,10002281,"330000000076100000000","Current","HIFLD","HIFLD",42.72199926,-76.39619209,36011,13118,"MORAVIA","CAYUGA"
"CLINTON CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,2652,2959,10003127,"330000000073700000000","Current","HIFLD","HIFLD",44.72355588,-73.72131852,36019,12929,"DANNEMORA","CLINTON"
"COLLINS CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1059,1700,10003166,"330000000074700000000","Current","HIFLD","HIFLD",42.49183185,-78.93895204,36029,14034,"COLLINS","ERIE"
"CORE SERVICES GROUP INC RRC BROOKLYN","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,40.7030629,-73.9904596,36047,11201,"BROOKLYN",NA
"COXSACKIE CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,901,900,10003188,"330000000071900000000","Current","HIFLD","HIFLD",42.34343205,-73.83578762,36039,12051,"COXSACKIE","GREENE"
"DOWNSTATE CORRECTIONAL FACILITY","New York","state","Reception Center","Max","A","M",NA,NA,1196,NA,10003199,"330000000073400000000","Current","HIFLD",NA,41.53235271,-73.94553439,36027,12524,"FISHKILL","DUTCHESS"
"EASTERN CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,900,1100,10003195,"330000000072100000000","Current","HIFLD","HIFLD",41.74152254,-74.361827,36111,12458,"NAPANOCH","ULSTER"
"EDGECOMBE RESIDENTIAL TREATMENT FACILITY","New York","state","Transitional Center","Min","A","B",NA,NA,125,NA,10003233,"330000000073100000000","Current","HIFLD",NA,40.83627181,-73.93783442,36061,10032,"NEW YORK","NEW YORK"
"ELMIRA CORRECTIONAL FACILITY","New York","state","Reception Center","Max","A","M",NA,NA,1800,1856,10003192,"330000000073500000000","Current","HIFLD","HIFLD",42.11483772,-76.83129164,36015,14901,"ELMIRA","CHEMUNG"
"OTISVILLE FEDERAL CORRECTIONAL INSTITUTION","New York","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"336036666070100000000","Current",NA,NA,NA,NA,36071,NA,NA,NA
"RAY BROOK FEDERAL CORRECTIONAL INSTITUTION","New York","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"336016666070100000000","Current",NA,NA,NA,NA,36031,NA,NA,NA
"FISHKILL CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1635,1800,10003198,"330000000070800000000","Current","HIFLD","HIFLD",41.52315588,-73.95039699,36027,12508,"BEACON","DUTCHESS"
"FIVE POINTS CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,1259,1550,10000754,"330000000078200000000","Current","HIFLD","HIFLD",42.71197819,-76.84040036,36099,14541,"ROMULUS","SENECA"
"FRANKLIN CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1453,1730,10003132,"330000000075700000000","Current","HIFLD","HIFLD",44.86892746,-74.31343704,36033,12953,"MALONE","FRANKLIN"
"GEO CARE LLC RCC BRONX","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,36005,NA,NA,NA
"GOUVERNEUR CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,976,800,10003122,"330000000077000000000","Current","HIFLD","HIFLD",44.34018935,-75.441885,36089,13642,"GOUVERNEUR","ST LAWRENCE"
"GOWANDA CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1490,2300,10003167,"330000000077800000000","Current","HIFLD","HIFLD",42.4869841,-78.935972,36029,14070,"GOWANDA","ERIE"
"GREAT MEADOW CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,1649,1663,10003141,"330000000070700000000","Current","HIFLD","Public Records",43.45758749,-73.43299875,36115,12821,"COMSTOCK","WASHINGTON"
"GREEN HAVEN CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,2038,2170,10001504,"330000000071200000000","Current","HIFLD","HIFLD",41.58036953,-73.71652393,36027,12582,"STORMVILLE","DUTCHESS"
"GREENE CORRECTIONAL FACILITY","New York","state","Prison","Max/Med","A","M",NA,NA,1648,1582,10003189,"330000000075100000000","Current","HIFLD","HIFLD",42.34654177,-73.82226295,36039,12051,"COXSACKIE","GREENE"
"GROVELAND CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1054,1106,10000756,"330000000074800000000","Current","HIFLD","HIFLD",42.68250093,-77.83673449,36051,14556,"SONYEA","LIVINGSTON"
"HALE CREEK CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,NA,480,NA,"330000000077300000000","Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"HORIZON HOUSE RRC ALBANY","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"HUDSON CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,131,402,10000761,"330000000070100000000","Current","HIFLD","HIFLD",42.24458968,-73.79309841,36021,12534,"HUDSON","COLUMBIA"
"LAKEVIEW CORRECTIONAL FACILITY","New York","state","Prison","Min","A","M",NA,NA,660,1100,10000759,"330000000076200000000","Current","HIFLD","HIFLD",42.40795174,-79.43456768,36013,14716,"BROCTON","CHAUTAUQUA"
"MARCY CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1148,1522,10000751,"330000000076300000000","Current","HIFLD","HIFLD",43.160718,-75.3079037,36065,13403,"MARCY","ONEIDA"
"NEW YORK METROPOLITAN CORRECTIONAL CENTER","New York","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,36047,NA,NA,NA
"MDC BROOKLYN","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,36047,NA,NA,NA
"MIDSTATE CORRECTIONAL FACILITY","New York","state","Prison","Med/Min","A","M",NA,NA,1584,1754,10003152,"330000000075000000000","Current","HIFLD","HIFLD",43.1658393,-75.2962775,36065,13403,"MARCY","ONEIDA"
"MOHAWK WALSH REGIONAL MEDICAL UNIT","New York","state","Prison Unit","Med","A","M",NA,NA,1389,112,10003149,"330000000076800000000","Current","HIFLD","HIFLD",43.18104177,-75.48185145,36065,13442,"ROME","ONEIDA"
"MORIAH SCHOCK INCARCERATION CORRECTIONAL FACILITY","New York","state","Prison","Min","A","M",NA,NA,187,300,10003136,"330000000076400000000","Current","HIFLD","HIFLD",44.10750004,-73.53324903,36031,12956,"MINEVILLE","ESSEX"
"NEW YORK CITY JAILS","New York","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,40.79111,-73.88278,36047,11370,"EAST ELMHURST",NA
"NEW YORK METROPOLITAN CORRECTIONAL CENTER","New York","federal","Prison",NA,NA,NA,NA,NA,767,474,10003235,NA,"Current","HIFLD","HIFLD",40.71320853,-74.00156285,36061,10007,"NEW YORK","NEW YORK"
"OGDENSBURG CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,584,NA,10003124,"330000000074000000000","Current","HIFLD",NA,44.72502826,-75.44594023,36089,13669,"OGDENSBURG","ST LAWRENCE"
"ORLEANS CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,993,1082,10003144,"330000000075300000000","Current","HIFLD","HIFLD",43.24376059,-78.22018537,36073,14411,"ALBION","ORLEANS"
"OTISVILLE CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,581,700,10003204,"330000000071300000000","Current","HIFLD","HIFLD",41.48739785,-74.52517791,36071,10963,"OTISVILLE","ORANGE"
"OTISVILLE FEDERAL CORRECTIONAL INSTITUTION","New York","federal","Prison",NA,NA,NA,NA,NA,588,897,10003202,"336036666070100000000","Current","HIFLD","HIFLD",41.49661894,-74.52754345,36071,10963,"OTISVILLE","ORANGE"
"QUEENSBORO CORRECTIONAL FACILITY","New York","state","Prison","Min","A","M",NA,NA,217,400,10003227,"330000000071800000000","Current","HIFLD","HIFLD",40.7426108,-73.93448221,36081,11101,"LONG ISLAND CITY","QUEENS"
"RAY BROOK FEDERAL CORRECTIONAL INSTITUTION","New York","federal","Prison",NA,NA,NA,NA,NA,628,749,10003135,"336016666070100000000","Current","HIFLD","HIFLD",44.290541,-74.0933149,36031,12977,"RAY BROOK","ESSEX"
"RIVERVIEW CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,853,882,10003125,"330000000076600000000","Current","HIFLD","HIFLD",44.71648792,-75.4343153,36089,13669,"OGDENSBURG","ST LAWRENCE"
"ROCHESTER CORRECTIONAL FACILITY","New York","state","Transitional Center","Min","A","M",NA,NA,64,70,10003148,"330000000072800000000","Current","HIFLD","HIFLD",43.14379574,-77.61671589,36055,14608,"ROCHESTER","MONROE"
"RRC BROOKLYN","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"SHAWANGUNK CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,541,550,10000763,"330000000075400000000","Current","HIFLD","HIFLD",41.6364732,-74.1631719,36111,12589,"WALLKILL","ULSTER"
"SING SING CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,1576,1700,10003209,"330000000071000000000","Current","HIFLD","HIFLD",41.15113207,-73.86839617,36119,10562,"OSSINING","WESTCHESTER"
"SOUTHPORT CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,486,945,10003193,"330000000076700000000","Current","HIFLD","HIFLD",42.05072662,-76.79602211,36015,14871,"PINE CITY","CHEMUNG"
"STATEWIDE","New York","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"SULLIVAN CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,439,763,10003200,"330000000075500000000","Current","HIFLD","HIFLD",41.7429292,-74.59005667,36105,12733,"FALLSBURG","SULLIVAN"
"TACONIC CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,347,502,10003208,"330000000072200000000","Current","HIFLD","HIFLD",41.2436115,-73.6790141,36119,10507,"BEDFORD HILLS","WESTCHESTER"
"ULSTER CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,785,882,10003196,"330000000076900000000","Current","HIFLD","HIFLD",41.74333049,-74.35655138,36111,12458,"NAPANOCH","ULSTER"
"UPSTATE CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,1221,1500,10003130,"330000000077900000000","Current","HIFLD","HIFLD",44.88671942,-74.32479273,36033,12953,"MALONE","FRANKLIN"
"VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338056666079000000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"WALLKILL CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,550,606,10003197,"330000000070900000000","Current","HIFLD","HIFLD",41.6281345,-74.163444,36111,12589,"WALLKILL","ULSTER"
"WASHINGTON CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,868,882,10003140,"330000000075600000000","Current","HIFLD","HIFLD",43.46844862,-73.42953484,36115,12821,"COMSTOCK","WASHINGTON"
"WATERTOWN CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,526,873,10003138,"330000000074100000000","Current","HIFLD","HIFLD",43.92431278,-75.90798725,36045,13601,"WATERTOWN","JEFFERSON"
"WENDE CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,872,961,10003165,"330000000074500000000","Current","HIFLD","HIFLD",42.93100121,-78.54254232,36029,14004,"ALDEN","ERIE"
"WILLARD CORRECTIONAL FACILITY","New York","state","Transitional Center",NA,"A","M",NA,NA,692,900,10003170,"330000000078000000000","Current","HIFLD","HIFLD",42.67994639,-76.86544013,36099,14588,"WILLARD","SENECA"
"WOODBOURNE CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,798,849,10003201,"330000000071600000000","Current","HIFLD","HIFLD",41.75330527,-74.59222191,36105,12788,"WOODBOURNE","SULLIVAN"
"WYOMING CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1392,1722,10003175,"330000000075200000000","Current","HIFLD","HIFLD",42.84949172,-78.26200416,36121,14011,"ATTICA","WYOMING"
"ALBEMARLE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,624,816,10001786,"340000000074470000000","Current","HIFLD","HIFLD",35.41602345,-80.13737358,37167,28127,"NEW LONDON","STANLY"
"ALEXANDER CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,1180,1180,10001023,"340000000071993000000","Current","HIFLD","HIFLD",35.88442972,-81.17672747,37003,28681,"TAYLORSVILLE","ALEXANDER"
"ANSON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","F",NA,NA,1000,1000,10001790,NA,"Current","HIFLD","HIFLD",34.98898821,-80.18047081,37007,28135,"POLKTON","ANSON"
