Count.ID,State,Name,Jurisdiction,hifld_id,Address,City,Zipcode,Latitude,Longitude,County,County.FIPS,TYPE,POPULATION,SECURELVL,CAPACITY,federal_prison_type,Website
780,New Jersey,BAYSIDE STATE PRISON,Prison,10004018,4293 RTE 47,LEESBURG,8327,39.24379689,-74.95144898,CUMBERLAND,34011,STATE,1143,MEDIUM,NA,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1516,New Jersey,BO ROBINSON ASSESSMENT AND TREATMENT,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
781,New Jersey,CENTRAL OFFICE HEADQUARTERS,Prison,NA,1300 STUYVESANT AVE,TRENTON,8618,40.2428226,-74.7920944,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
782,New Jersey,CENTRAL RECEPTION AND ASSIGNMENT FACILITY,Prison,10002301,2401 STUYVESANT AVENUE,TRENTON,8628,40.24759594,-74.80452607,MERCER,34021,STATE,578,MAXIMUM,691,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1517,New Jersey,CLINTON HOUSE,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1518,New Jersey,COLUMBUS HOUSE,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
783,New Jersey,CORRECTIONAL STAFF TRAINING ACADEMY,Prison,10001515,GRACE HILL ROAD PO BOX 500,MONROE TOWNSHIP,8831,40.34246128,-74.39847856,MIDDLESEX,34023,STATE,NA,JUVENILE,200,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1519,New Jersey,CURA INC,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
784,New Jersey,CUSTODY RECRUITMENT UNIT,Prison,NA,1300 STUYVESANT AVE,TRENTON,8618,40.24115,-74.79147,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
785,New Jersey,EAST JERSEY STATE PRISON,Prison,10003996,1100 WOODBRIDGE RD,RAHWAY,7065,40.59056403,-74.26959748,MIDDLESEX,34023,STATE,1203,MAXIMUM,1227,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
786,New Jersey,EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN,Prison,10003993,30 COUNTY RD 513 PO BOX 4004,CLINTON,8809,40.62888669,-74.93457377,HUNTERDON,34019,STATE,646,MAXIMUM,648,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
224,New Jersey,FAIRTON FCI,Federal Prison,10001520,655 FAIRTON MILLVILLE RD,FAIRTON,8320,39.3848261,-75.16020169,CUMBERLAND,34011,FEDERAL,1013,MEDIUM,878,BOP,https://www.bop.gov/coronavirus/
235,New Jersey,FCI FORT DIX,Federal Prison,NA,NA,NA,NA,NA,NA,NA,34005,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1520,New Jersey,FENWICK HOUSE,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1521,New Jersey,FLETCHER HOUSE,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
250,New Jersey,FORT DIX FCI,Federal Prison,10000770,5756 HARTFORD  POINTVILE RD,FORT DIX,8640,39.99963048,-74.61453854,BURLINGTON,34005,FEDERAL,3114,MINIMUM,4041,BOP,https://www.bop.gov/coronavirus/
251,New Jersey,FORT DIX NJ,Federal Prison,NA,NA,NA,NA,NA,NA,NA,34005,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
787,New Jersey,GARDEN STATE YOUTH CORRECTIONAL FACILITY,Prison,10004004,55 HOGBACK RD,CROSSWICKS,8515,40.15916829,-74.67634386,BURLINGTON,34005,STATE,1417,JUVENILE,1168,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1522,New Jersey,GARRETT HOUSE,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1523,New Jersey,HOPE HALL,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1524,New Jersey,JAMES A HEMM HOUSE,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1525,New Jersey,KINTOCK BRIDGETON 1,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1526,New Jersey,KINTOCK BRIDGETON 2,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
271,New Jersey,KINTOCK GROUP THE RRC NEWARK,Federal Prison,NA,50 FENWICK ST,NEWARK,7114,40.7023071,-74.1926149,NA,34013,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1527,New Jersey,KINTOCK NEWARK,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
788,New Jersey,MID STATE CORRECTIONAL FACILITY,Prison,10001516,866 RANGE RD,WRIGHTSTOWN,8562,39.99856358,-74.58339291,BURLINGTON,34005,STATE,NA,MEDIUM,696,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
789,New Jersey,MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY,Prison,10001512,31 PETTICOAT LN,ANNANDALE,8801,40.64949159,-74.86623637,HUNTERDON,34019,STATE,675,JUVENILE,710,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
790,New Jersey,NEW JERSEY STATE PRISON,Prison,10004003,600 CASS ST,TRENTON,8608,40.20727335,-74.75636872,MERCER,34021,STATE,1587,MAXIMUM,1819,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
791,New Jersey,NORTHERN STATE PRISON,Prison,10003990,168 FRONTAGE RD,NEWARK,7114,40.71279184,-74.17351794,ESSEX,34013,STATE,2378,MEDIUM,1530,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
792,New Jersey,SOUTH WOODS STATE PRISON,Prison,10001519,215 S BURLINGTON RD,BRIDGETON,8302,39.41308561,-75.20767164,CUMBERLAND,34011,STATE,3333,MEDIUM,3188,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
793,New Jersey,SOUTHERN STATE CORRECTIONAL FACILITY,Prison,10004017,4295 N DELSEA DR,DELMONT,8314,39.23464849,-74.95441994,CUMBERLAND,34011,STATE,1689,MEDIUM,1352,private,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
794,New Jersey,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
795,New Jersey,STU,Prison,NA,8 PRODUCTION WAY,AVENEL,7001,40.58905,-74.27426,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1528,New Jersey,THE HARBOR HOUSE,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1448,New Jersey,TOLER HOUSE RRC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1529,New Jersey,TULLY HOUSE,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
1774,New Jersey,WILLIAM H FAUVER YOUTH CORRECTIONAL FACILITY,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
796,New Mexico,CENTRAL NEW MEXICO CF CNMCF,Prison,NA,NA,NA,NA,NA,NA,NA,35061,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
208,New Mexico,DISMAS CHARITIES ALBUQUERQUE RRC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
797,New Mexico,GUADALUPE COUNTY CF GCCF,Prison,NA,NA,NA,NA,NA,NA,NA,35019,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
798,New Mexico,LEA COUNTY CF LCCF,Prison,NA,NA,NA,NA,NA,NA,NA,35025,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
799,New Mexico,NORTHEAST NEW MEXICO CF NENMCF,Prison,NA,NA,NA,NA,NA,NA,NA,35059,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
800,New Mexico,NORTHWEST NEW MEXICO CC NWNMCC,Prison,NA,NA,NA,NA,NA,NA,NA,35006,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
801,New Mexico,OTERO COUNTY PRISON FACILITY OCPF,Prison,NA,NA,NA,NA,NA,NA,NA,35035,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
300,New Mexico,OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,Federal Prison,10003791,10 MCGREGOR RANGE RD,CHAPARRAL,88081,32.07842312,-106.2780732,OTERO,35035,MULTI,1004,MAXIMUM,1418,private,https://www.bop.gov/coronavirus/
802,New Mexico,PENITENTIARY OF NEW MEXICO PNM,Prison,NA,NA,NA,NA,NA,NA,NA,35049,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
803,New Mexico,ROSWELL CC RCC,Prison,NA,NA,NA,NA,NA,NA,NA,35005,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
804,New Mexico,SOUTHERN NEW MEXICO CF SNMCF,Prison,NA,NA,NA,NA,NA,NA,NA,35013,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
805,New Mexico,SPRINGER CC SCC,Prison,NA,NA,NA,NA,NA,NA,NA,35007,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
806,New Mexico,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
807,New Mexico,WESTERN NEW MEXICO CF WNMCF,Prison,NA,NA,NA,NA,NA,NA,NA,35006,NA,NA,NA,NA,NA,https://cvprovider.nmhealth.org/public-dashboard.html
808,New York,ADIRONDACK,Prison,10003134,196 RAY BROOK RD,RAY BROOK,12977,44.295980900000004,-74.09147654,ESSEX,36031,STATE,398,MEDIUM,558,private,https://doccs.ny.gov/doccs-covid-19-report
809,New York,ALBION,Prison,10003145,3595 STATE SCHOOL RD,ALBION,14411,43.24495011,-78.21490278,ORLEANS,36073,STATE,1083,MEDIUM,1100,private,https://doccs.ny.gov/doccs-covid-19-report
810,New York,ALTONA,Prison,10001496,555 DEVILS DEN RD,ALTONA,12910,44.89132118,-73.65994966,CLINTON,36019,STATE,739,MEDIUM,512,private,https://doccs.ny.gov/doccs-covid-19-report
811,New York,ATTICA,Prison,10002287,639 EXCHANGE ST,ATTICA,14011,42.84963649,-78.27130142,WYOMING,36121,STATE,2009,MAXIMUM,2141,private,https://doccs.ny.gov/doccs-covid-19-report
812,New York,AUBURN,Prison,10000745,135 STATE ST,AUBURN,13024,42.93458853,-76.57422546,CAYUGA,36011,STATE,1601,MAXIMUM,1766,private,https://doccs.ny.gov/doccs-covid-19-report
813,New York,BARE HILL,Prison,10003131,181 BRAND RD,MALONE,12953,44.88036405,-74.32415649,FRANKLIN,36033,STATE,1424,MEDIUM,1714,private,https://doccs.ny.gov/doccs-covid-19-report
814,New York,BEDFORD HILLS,Prison,10002290,247 HARRIS RD,BEDFORD HILLS,10507,41.23840338,-73.68078525,WESTCHESTER,36119,STATE,823,MAXIMUM,972,private,https://doccs.ny.gov/doccs-covid-19-report
1404,New York,BRONX CCC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1620,New York,BROOKLYN HOUSE,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
172,New York,BROOKLYN MDC,Federal Prison,10003229,80 29TH ST,BROOKLYN,11232,40.65990923,-74.00381847,KINGS,36047,FEDERAL,1676,MAXIMUM,1878,BOP,https://www.bop.gov/coronavirus/
815,New York,CAPE VINCENT,Prison,10000744,36560 STATE ROUTE 12E,CAPE VINCENT,13618,44.19783321,-76.18797615,JEFFERSON,36045,STATE,856,MEDIUM,882,private,https://doccs.ny.gov/doccs-covid-19-report
816,New York,CAYUGA,Prison,10002281,2202 STATE ROUTE 38A,MORAVIA,13118,42.72199926,-76.39619209,CAYUGA,36011,STATE,926,MEDIUM,1282,private,https://doccs.ny.gov/doccs-covid-19-report
817,New York,CLINTON,Prison,10003127,1156 RT 374,DANNEMORA,12929,44.72355588,-73.72131852,CLINTON,36019,STATE,2652,MAXIMUM,2852,private,https://doccs.ny.gov/doccs-covid-19-report
818,New York,COLLINS,Prison,10003166,PO BOX 490 MIDDLE RD,COLLINS,14034,42.49183185,-78.93895204,ERIE,36029,STATE,1059,MEDIUM,1107,private,https://doccs.ny.gov/doccs-covid-19-report
314,New York,CORE SERVICES GROUP INC RRC BROOKLYN,Federal Prison,NA,104 GOLD STREET,BROOKLYN,11201,40.7030629,-73.9904596,NA,36047,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
819,New York,COXSACKIE,Prison,10003188,11260 ROUTE 9 WEST,COXSACKIE,12051,42.34343205,-73.83578762,GREENE,36039,STATE,901,MAXIMUM,1006,private,https://doccs.ny.gov/doccs-covid-19-report
820,New York,DOWNSTATE,Prison,10003199,121 RED SCHOOLHOUSE ROAD,FISHKILL,12524,41.53235271,-73.94553439,DUTCHESS,36027,STATE,1196,MAXIMUM,NA,private,https://doccs.ny.gov/doccs-covid-19-report
821,New York,EASTERN,Prison,10003195,30 INSTITUTION RD,NAPANOCH,12458,41.74152254,-74.361827,ULSTER,36111,STATE,900,MAXIMUM,985,private,https://doccs.ny.gov/doccs-covid-19-report
822,New York,EDGECOMBE,Prison,10003233,611 EDGECOMBE AVE,NEW YORK,10032,40.83627181,-73.93783442,NEW YORK,36061,STATE,125,MINIMUM,NA,private,https://doccs.ny.gov/doccs-covid-19-report
823,New York,ELMIRA,Prison,10003192,1879 DAVIS ST,ELMIRA,14901,42.11483772,-76.83129164,CHEMUNG,36015,STATE,1800,MAXIMUM,1856,private,https://doccs.ny.gov/doccs-covid-19-report
238,New York,FCI OTISVILLE,Federal Prison,NA,NA,NA,NA,NA,NA,NA,36071,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
239,New York,FCI RAY BROOK,Federal Prison,NA,NA,NA,NA,NA,NA,NA,36031,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
824,New York,FISHKILL,Prison,10003198,18 STRACK DRIVE,BEACON,12508,41.52315588,-73.95039699,DUTCHESS,36027,STATE,1635,MEDIUM,1840,private,https://doccs.ny.gov/doccs-covid-19-report
825,New York,FIVE POINTS,Prison,10000754,6600 STATE ROUTE 96,ROMULUS,14541,42.71197819,-76.84040036,SENECA,36099,STATE,1259,MAXIMUM,1587,private,https://doccs.ny.gov/doccs-covid-19-report
826,New York,FRANKLIN,Prison,10003132,62 BARE HILL RD,MALONE,12953,44.86892746,-74.31343704,FRANKLIN,36033,STATE,1453,MEDIUM,1730,private,https://doccs.ny.gov/doccs-covid-19-report
254,New York,GEO CARE LLC RCC BRONX,Federal Prison,NA,NA,NA,NA,NA,NA,NA,36005,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
827,New York,GOUVERNEUR,Prison,10003122,112 SCOTCH SETTLEMENT RD,GOUVERNEUR,13642,44.34018935,-75.441885,ST LAWRENCE,36089,STATE,976,MEDIUM,1082,private,https://doccs.ny.gov/doccs-covid-19-report
828,New York,GOWANDA,Prison,10003167,P O BOX 350 SOUTH RD,GOWANDA,14070,42.4869841,-78.935972,ERIE,36029,STATE,1490,MEDIUM,1755,NA,https://doccs.ny.gov/doccs-covid-19-report
829,New York,GREAT MEADOW,Prison,10003141,11739 STATE ROUTE 22,COMSTOCK,12821,43.45758749,-73.43299875,WASHINGTON,36115,STATE,1649,MAXIMUM,NA,private,https://doccs.ny.gov/doccs-covid-19-report
830,New York,GREEN HAVEN,Prison,10001504,594 STATE ROUTE 216,STORMVILLE,12582,41.58036953,-73.71652393,DUTCHESS,36027,STATE,2038,MAXIMUM,2232,private,https://doccs.ny.gov/doccs-covid-19-report
831,New York,GREENE,Prison,10003189,165 PLANK RD,COXSACKIE,12051,42.34654177,-73.82226295,GREENE,36039,STATE,1648,MEDIUM,1755,private,https://doccs.ny.gov/doccs-covid-19-report
832,New York,GROVELAND,Prison,10000756,7000 SONYEA RD,SONYEA,14556,42.68250093,-77.83673449,LIVINGSTON,36051,STATE,1054,MEDIUM,1106,private,https://doccs.ny.gov/doccs-covid-19-report
1530,New York,HALE CREEK,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doccs.ny.gov/doccs-covid-19-report
267,New York,HORIZON HOUSE RRC ALBANY,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
833,New York,HUDSON,Prison,10000761,50 E COURT ST,HUDSON,12534,42.24458968,-73.79309841,COLUMBIA,36021,STATE,131,MEDIUM,315,private,https://doccs.ny.gov/doccs-covid-19-report
834,New York,LAKEVIEW,Prison,10000759,9300 LAKE AVE,BROCTON,14716,42.40795174,-79.43456768,CHAUTAUQUA,36013,STATE,660,MINIMUM,862,private,https://doccs.ny.gov/doccs-covid-19-report
835,New York,MARCY,Prison,10000751,9000 OLD RIVER RD,MARCY,13403,43.160718,-75.3079037,ONEIDA,36065,STATE,1148,MEDIUM,1218,NA,https://doccs.ny.gov/doccs-covid-19-report
282,New York,MCC NEW YORK,Federal Prison,NA,NA,NA,NA,NA,NA,NA,36047,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
286,New York,MDC BROOKLYN,Federal Prison,NA,NA,NA,NA,NA,NA,NA,36047,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
836,New York,MIDSTATE,Prison,10003152,9005 OLD RIVER RD,MARCY,13403,43.1658393,-75.2962775,ONEIDA,36065,STATE,1584,MEDIUM,1716,NA,https://doccs.ny.gov/doccs-covid-19-report
837,New York,MOHAWK WALSH RMU,Prison,10003149,6514 ROUTE 26,ROME,13442,43.18104177,-75.48185145,ONEIDA,36065,STATE,1389,MEDIUM,1423,private,https://doccs.ny.gov/doccs-covid-19-report
838,New York,MORIAH,Prison,10003136,75 BURHART LANE,MINEVILLE,12956,44.10750004,-73.53324903,ESSEX,36031,STATE,187,MINIMUM,300,private,https://doccs.ny.gov/doccs-covid-19-report
839,New York,NEW YORK CITY JAILS,Jail,NA,11-11 HAZEN STREET,EAST ELMHURST,11370,40.79111,-73.88278,NA,36047,NA,NA,NA,NA,NA,https://doccs.ny.gov/doccs-covid-19-report
294,New York,NEW YORK MCC,Federal Prison,10003235,150 PARK ROW,NEW YORK,10007,40.71320853,-74.00156285,NEW YORK,36061,FEDERAL,767,MAXIMUM,474,BOP,https://www.bop.gov/coronavirus/
840,New York,OGDENSBURG,Prison,10003124,ONE CORRECTION WAY,OGDENSBURG,13669,44.72502826,-75.44594023,ST LAWRENCE,36089,STATE,584,MEDIUM,NA,private,https://doccs.ny.gov/doccs-covid-19-report
841,New York,ORLEANS,Prison,10003144,3531 GAINES BASIN RD,ALBION,14411,43.24376059,-78.22018537,ORLEANS,36073,STATE,993,MEDIUM,1502,private,https://doccs.ny.gov/doccs-covid-19-report
842,New York,OTISVILLE,Prison,10003204,57 SANITORIUM ROAD,OTISVILLE,10963,41.48739785,-74.52517791,ORANGE,36071,STATE,581,MEDIUM,603,private,https://doccs.ny.gov/doccs-covid-19-report
301,New York,OTISVILLE FCI,Federal Prison,10003202,TWO MILE DR,OTISVILLE,10963,41.49661894,-74.52754345,ORANGE,36071,FEDERAL,588,MEDIUM,897,BOP,https://www.bop.gov/coronavirus/
843,New York,QUEENSBORO,Prison,10003227,47-04 VAN DAM ST,LONG ISLAND CITY,11101,40.7426108,-73.93448221,QUEENS,36081,STATE,217,MINIMUM,424,private,https://doccs.ny.gov/doccs-covid-19-report
307,New York,RAY BROOK FCI,Federal Prison,10003135,128 RAY BROOK RD,RAY BROOK,12977,44.290541,-74.0933149,ESSEX,36031,FEDERAL,628,MEDIUM,749,NA,https://www.bop.gov/coronavirus/
844,New York,RIVERVIEW,Prison,10003125,1110 TIBBITS DR,OGDENSBURG,13669,44.71648792,-75.4343153,ST LAWRENCE,36089,STATE,853,MEDIUM,882,private,https://doccs.ny.gov/doccs-covid-19-report
845,New York,ROCHESTER,Prison,10003148,470 FORD ST,ROCHESTER,14608,43.14379574,-77.61671589,MONROE,36055,STATE,64,MINIMUM,70,private,https://doccs.ny.gov/doccs-covid-19-report
1836,New York,RRC BROOKLYN,Federal RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
846,New York,SHAWANGUNK,Prison,10000763,200 QUICK RD,WALLKILL,12589,41.6364732,-74.1631719,ULSTER,36111,STATE,541,MAXIMUM,575,private,https://doccs.ny.gov/doccs-covid-19-report
847,New York,SING SING,Prison,10003209,354 HUNTER ST,OSSINING,10562,41.15113207,-73.86839617,WESTCHESTER,36119,STATE,1576,MAXIMUM,1747,private,https://doccs.ny.gov/doccs-covid-19-report
848,New York,SOUTHPORT,Prison,10003193,236 BOB MASIA DR,PINE CITY,14871,42.05072662,-76.79602211,CHEMUNG,36015,STATE,486,MAXIMUM,945,private,https://doccs.ny.gov/doccs-covid-19-report
849,New York,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doccs.ny.gov/doccs-covid-19-report
850,New York,SULLIVAN,Prison,10003200,325 RIVERSIDE DR,FALLSBURG,12733,41.7429292,-74.59005667,SULLIVAN,36105,STATE,439,MAXIMUM,566,private,https://doccs.ny.gov/doccs-covid-19-report
851,New York,TACONIC,Prison,10003208,250 HARRIS RD,BEDFORD HILLS,10507,41.2436115,-73.6790141,WESTCHESTER,36119,STATE,347,MEDIUM,359,NA,https://doccs.ny.gov/doccs-covid-19-report
852,New York,ULSTER,Prison,10003196,750 BERME RD,NAPANOCH,12458,41.74333049,-74.35655138,ULSTER,36111,STATE,785,MEDIUM,882,private,https://doccs.ny.gov/doccs-covid-19-report
853,New York,UPSTATE,Prison,10003130,309 BARE HILL RD,MALONE,12953,44.88671942,-74.32479273,FRANKLIN,36033,STATE,1221,MAXIMUM,1500,private,https://doccs.ny.gov/doccs-covid-19-report
353,New York,VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
854,New York,WALLKILL,Prison,10003197,50 MCKENDRICK RD,WALLKILL,12589,41.6281345,-74.163444,ULSTER,36111,STATE,550,MEDIUM,608,NA,https://doccs.ny.gov/doccs-covid-19-report
855,New York,WASHINGTON,Prison,10003140,72 LOCK 11 LANE,COMSTOCK,12821,43.46844862,-73.42953484,WASHINGTON,36115,STATE,868,MEDIUM,924,private,https://doccs.ny.gov/doccs-covid-19-report
856,New York,WATERTOWN,Prison,10003138,23147 SWAN RD,WATERTOWN,13601,43.92431278,-75.90798725,JEFFERSON,36045,STATE,526,MEDIUM,670,private,https://doccs.ny.gov/doccs-covid-19-report
857,New York,WENDE,Prison,10003165,3040 WENDE RD,ALDEN,14004,42.93100121,-78.54254232,ERIE,36029,STATE,872,MAXIMUM,919,private,https://doccs.ny.gov/doccs-covid-19-report
858,New York,WILLARD,Prison,10003170,7116 COUNTY ROUTE 132,WILLARD,14588,42.67994639,-76.86544013,SENECA,36099,STATE,692,NA,800,private,https://doccs.ny.gov/doccs-covid-19-report
859,New York,WOODBOURNE,Prison,10003201,99 PRISON RD,WOODBOURNE,12788,41.75330527,-74.59222191,SULLIVAN,36105,STATE,798,MEDIUM,853,private,https://doccs.ny.gov/doccs-covid-19-report
860,New York,WYOMING,Prison,10003175,3203 DUNBAR RD,ATTICA,14011,42.84949172,-78.26200416,WYOMING,36121,STATE,1392,MEDIUM,1714,private,https://doccs.ny.gov/doccs-covid-19-report
861,North Carolina,ALBEMARLE CI,Prison,10001786,44150 AIRPORT RD,NEW LONDON,28127,35.41602345,-80.13737358,STANLY,37167,STATE,624,MEDIUM,816,private,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons
862,North Carolina,ALEXANDER CI,Prison,10001023,633 OLD LANDFILL RD,TAYLORSVILLE,28681,35.88442972,-81.17672747,ALEXANDER,37003,STATE,1180,CLOSE,1180,private,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons
863,North Carolina,ANSON CI,Prison,10001790,552 PRISON CAMP RD,POLKTON,28135,34.98898821,-80.18047081,ANSON,37007,STATE,1000,CLOSE,1850,private,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons
864,North Carolina,AVERY MITCHELL CI,Prison,10001754,545 AMITY PARK RD,SPRUCE PINE,28777,35.93113624,-82.00196607,AVERY,37011,STATE,895,MEDIUM,884,private,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons
865,North Carolina,BALDEN CC,Prison,NA,NA,NA,NA,NA,NA,NA,37015,NA,NA,NA,NA,NA,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons
866,North Carolina,BERTIE CI,Prison,10001759,218 COOPER HILL RD,WINDSOR,27983,35.9692523,-76.90859254,BERTIE,37015,STATE,1504,CLOSE,1504,private,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons
867,North Carolina,BLADEN CC,Prison,10001795,5853 US HWY 701 N,ELIZABETHTOWN,28337,NA,NA,BLADEN,37017,STATE,0,MINIMUM,172,NA,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons
868,North Carolina,BURKE CRV,Prison,10001769,5150 WESTERN AVE,MORGANTON,28655,35.67991917,-81.69067652,BURKE,37023,STATE,858,CLOSE,858,private,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons
173,North Carolina,BUTNER FMC,Federal Prison,10001760,OLD N CAROLINA HWY 75,BUTNER,27509,36.137654,-78.81379317,GRANVILLE,37077,FEDERAL,945,MAXIMUM,868,BOP,https://www.bop.gov/coronavirus/
174,North Carolina,BUTNER LOW FCI,Federal Prison,10001748,OLD N CAROLINA HWY 75,BUTNER,27509,36.14403069,-78.79959297,GRANVILLE,37077,FEDERAL,1197,MINIMUM,992,BOP,https://www.bop.gov/coronavirus/
