Name.Raw,Name.Clean,State,Jurisdiction,Is.Federal
BAINBRIDGE SUBSTANCE ABUSE TREATMENT CENTER,BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT,Georgia,state,0
Baldwin State Prison,BALDWIN STATE PRISON,Georgia,state,0
Bleckley PSATC,BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER,Georgia,state,0
BLECKLEY PROBATION DETENTION CENTER,BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER,Georgia,state,0
Burruss CTC,BURRUSS CORRECTIONAL TRAINING CENTER,Georgia,state,0
BURRUSS CORRECTIONAL TRAINING CENTER,BURRUSS CORRECTIONAL TRAINING CENTER,Georgia,state,0
Calhoun State Prison,CALHOUN STATE PRISON,Georgia,state,0
Central State Prison,CENTRAL STATE PRISON,Georgia,state,0
Clayton TC,CLAYTON TRANSITIONAL CENTER,Georgia,state,0
CLAYTON TRANSITIONAL CENTER,CLAYTON TRANSITIONAL CENTER,Georgia,state,0
Coastal State Prison,COASTAL STATE PRISON,Georgia,state,0
Coffee Correctional Facility,COFFEE CORRECTIONAL FACILITY,Georgia,state,0
Columbus TC,COLUMBUS TRANSITIONAL CENTER,Georgia,state,0
COLUMBUS TRANSITIONAL CENTER,COLUMBUS TRANSITIONAL CENTER,Georgia,state,0
C H COLWELL PROBATION DETENTION CENTER,COLWELL PROBATION DETENTION CENTER,Georgia,state,0
Dodge State Prison,DODGE STATE PRISON,Georgia,state,0
Dooly State Prison,DOOLY STATE PRISON,Georgia,state,0
Emanuel Women's Facility,EMANUEL WOMENS FACILITY,Georgia,state,0
Emanuel Womens Facility,EMANUEL WOMENS FACILITY,Georgia,state,0
GEORGIA DIAGNOSITIC & CLASSIFICATION PRISON,GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON,Georgia,state,0
Georgia State Prison,GEORGIA STATE PRISON,Georgia,state,0
Hancock State Prison,HANCOCK STATE PRISON,Georgia,state,0
Hays State Prison,HAYS STATE PRISON,Georgia,state,0
Helms Facility,HELMS FACILITY,Georgia,state,0
Hudson TC,HUDSON TRANSITIONAL CENTER,Georgia,state,0
CHARLES D HUDSON TRANSITIONAL CENTER,HUDSON TRANSITIONAL CENTER,Georgia,state,0
CHARLES D. HUDSON TRANSITIONAL CENTER,HUDSON TRANSITIONAL CENTER,Georgia,state,0
Jenkins Correctional Center,JENKINS CORRECTIONAL CENTER,Georgia,state,0
Jenkins Correctional Facility,JENKINS CORRECTIONAL CENTER,Georgia,state,0
JENKINS CORRECTIONAL FACILITY,JENKINS CORRECTIONAL CENTER,Georgia,state,0
Johnson State Prison,JOHNSON STATE PRISON,Georgia,state,0
Lee Arrendale State Prison,LEE ARRENDALE STATE PRISON,Georgia,state,0
Lee Arrendale TC,LEE ARRENDALE TRANSITIONAL CENTER,Georgia,state,0
LEE ARRENDALE TRANSITIONAL CENTER,LEE ARRENDALE TRANSITIONAL CENTER,Georgia,state,0
Lee State Prison,LEE STATE PRISON,Georgia,state,0
Long Unit,LONG UNIT,Georgia,state,0
Macon State Prison,MACON STATE PRISON,Georgia,state,0
Macon TC,MACON TRANSITIONAL CENTER,Georgia,state,0
MACON TRANSITIONAL CENTER,MACON TRANSITIONAL CENTER,Georgia,state,0
McEver PDC,MCEVER PDC,Georgia,state,0
MCEVER PROBATION DETENTION CENTER,MCEVER PDC,Georgia,state,0
Metro Reentry Facility,METRO REENTRY FACILITY,Georgia,state,0
Metro - TC,METRO TRANSITIONAL CENTER,Georgia,state,0
Metro TC,METRO TRANSITIONAL CENTER,Georgia,state,0
Metro TC,METRO TRANSITIONAL CENTER,Georgia,state,0
Metro¬†TC,METRO TRANSITIONAL CENTER,Georgia,state,0
METRO TRANSITIONAL CENTER,METRO TRANSITIONAL CENTER,Georgia,state,0
Montgomery State Prison,MONTGOMERY STATE PRISON,Georgia,state,0
Northwest RSAT,NORTHWEST RESIDENTIAL SUBSTANCE ABUSE TREATMENT,Georgia,state,0
Patten PDC,PATTEN PROBATION DETENTION CENTER,Georgia,state,0
PATTEN PROBATION DETENTION CENTER,PATTEN PROBATION DETENTION CENTER,Georgia,state,0
Paulding RSAT,PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT,Georgia,state,0
PAULDING PROBATION DETENTION CENTER,PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT,Georgia,state,0
Phillips State Prison,PHILLIPS STATE PRISON,Georgia,state,0
Phillips TC,PHILLIPS TRANSITIONAL CENTER,Georgia,state,0
PHILLIPS TRANSITIONAL CENTER,PHILLIPS TRANSITIONAL CENTER,Georgia,state,0
Pulaski State Prison,PULASKI STATE PRISON,Georgia,state,0
Riverbend Correctional Facility,RIVERBEND CORRECTIONAL FACILITY,Georgia,state,0
Rogers State Prison,ROGERS STATE PRISON,Georgia,state,0
Rutledge State Prison,RUTLEDGE STATE PRISON,Georgia,state,0
Smith State Prison,SMITH STATE PRISON,Georgia,state,0
Smith TC,SMITH TRANSITIONAL CENTER,Georgia,state,0
SMITH TRANSITIONAL CENTER,SMITH TRANSITIONAL CENTER,Georgia,state,0
Telfair State Prison,TELFAIR STATE PRISON,Georgia,state,0
Treutlen PDC,TREUTLEN PROBATION DETENTION CENTER,Georgia,state,0
TREUTLEN PROBATION DETENTION CENTER,TREUTLEN PROBATION DETENTION CENTER,Georgia,state,0
Turner RSAT,TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT,Georgia,state,0
Valdosta State Prison,VALDOSTA STATE PRISON,Georgia,state,0
Valdosta TC,VALDOSTA TRANSITIONAL CENTER,Georgia,state,0
VALDOSTA TRANSITIONAL CENTER,VALDOSTA TRANSITIONAL CENTER,Georgia,state,0
Walker State Prison,WALKER STATE PRISON,Georgia,state,0
Ware State Prison,WARE STATE PRISON,Georgia,state,0
Washington State Prison,WASHINGTON STATE PRISON,Georgia,state,0
West Central ITF,WEST CENTRAL INTEGRATED TREATMENT FACILITY,Georgia,state,0
Wheeler Correctional Facility,WHEELER CORRECTIONAL FACILITY,Georgia,state,0
Wilcox,WILCOX STATE PRISON,Georgia,state,0
Wilcox State Prison,WILCOX STATE PRISON,Georgia,state,0
Womens PDC,WOMENS PROBATION DETENTION CENTER,Georgia,state,0
WOMENS PROBATION DETENTION CENTER,WOMENS PROBATION DETENTION CENTER,Georgia,state,0
KCCO,KAUAI COMMUNITY CORRECTIONAL CENTER,Hawaii,state,0
OCOC,OHAU COMMUNITY CORRECTIONAL CENTER,Hawaii,state,0
Saguaro,SAGUARO CORRECTIONAL CENTER,Hawaii,state,0
District 1,DISTRICT 1,Idaho,state,0
District 3,DISTRICT 3,Idaho,state,0
District 4,DISTRICT 4,Idaho,state,0
District 5,DISTRICT 5,Idaho,state,0
Alpha House of Springfield,ALPHA HOUSE OF SPRINGFIELD,Illinois,federal,1
Chicago MCC,CHICAGO METROPOLITAN CORRECTIONAL CENTER,Illinois,federal,1
Elgin Treatment Center,ELGIN TREATMENT CENTER,Illinois,state,0
General Office,GENERAL OFFICE,Illinois,state,0
Kewanee LSRC,KEWANEE LIFE SKILLS REENTRY CENTER,Illinois,state,0
Murphysboro,MURPHYSBORO CORRECTIONAL CENTER,Illinois,state,0
North Lawndale ATC,NORTH LAWNDALE ADULT TRANSITION CENTER,Illinois,state,0
North Lawndale ATC ,NORTH LAWNDALE ADULT TRANSITION CENTER,Illinois,state,0
North Lawndale ATC¬†,NORTH LAWNDALE ADULT TRANSITION CENTER,Illinois,state,0
Southwestern IL,SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER,Illinois,state,0
Stateville NRC,STATEVILLE NORTHERN RECEPTION AND CLASSIFICATION CENTER,Illinois,state,0
Western IL,WESTERN ILLINOIS CORRECTIONAL CENTER,Illinois,state,0
Branchville (BTC),BRANCHVILLE CORRECTIONAL FACILITY,Indiana,state,0
Branchville BTC,BRANCHVILLE CORRECTIONAL FACILITY,Indiana,state,0
Chain O Lakes COL,CHAIN OLAKES CORRECTIONAL FACILITY,Indiana,state,0
Chain O' Lakes (COL),CHAIN OLAKES CORRECTIONAL FACILITY,Indiana,state,0
Chain OLakes COL,CHAIN OLAKES CORRECTIONAL FACILITY,Indiana,state,0
Chain Olakes COL,CHAIN OLAKES CORRECTIONAL FACILITY,Indiana,state,0
OLakes COL,CHAIN OLAKES CORRECTIONAL FACILITY,Indiana,state,0
Edinburgh (JCU),EDINBURGH CORRECTIONAL FACILITY,Indiana,state,0
Edinburgh JICU,EDINBURGH CORRECTIONAL FACILITY,Indiana,state,0
Edinburgh JCU,EDINBURGH CORRECTIONAL FACILITY,Indiana,state,0
Heritage Trai HTCF,HERITAGE TRAIL CORRECTIONAL FACILITY,Indiana,state,0
Heritage Trail Correctional Facility,HERITAGE TRAIL CORRECTIONAL FACILITY,Indiana,state,0
Heritage Trail (HTCF),HERITAGE TRAIL CORRECTIONAL FACILITY,Indiana,state,0
Heritage Trail HTCF,HERITAGE TRAIL CORRECTIONAL FACILITY,Indiana,state,0
Indiana State ISP,INDIANA STATE PRISON,Indiana,state,0
Indiana State Prison (ISP),INDIANA STATE PRISON,Indiana,state,0
Indiana State Prison ISP,INDIANA STATE PRISON,Indiana,state,0
Indiana Women's Prison (IWP),INDIANA WOMENS PRISON,Indiana,state,0
Indiana Womens IWP,INDIANA WOMENS PRISON,Indiana,state,0
Indiana Womens Prison IWP,INDIANA WOMENS PRISON,Indiana,state,0
LaPorte Juvenile (LPJ),LAPORTE JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
LaPorte Juvenile LPI,LAPORTE JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
LaPorte Juvenile LPJ,LAPORTE JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
Logansport LICF,LOGANSPORT JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
Logansport (LJCF),LOGANSPORT JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
Logansport LJCF,LOGANSPORT JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
Madison (MCU),MADISON CORRECTIONAL FACILITY,Indiana,state,0
Madison MCU,MADISON CORRECTIONAL FACILITY,Indiana,state,0
MCF,MIAMI CORRECTIONAL FACILITY,Indiana,state,0
Miami (MCF),MIAMI CORRECTIONAL FACILITY,Indiana,state,0
Miami MCF,MIAMI CORRECTIONAL FACILITY,Indiana,state,0
Castle NCCF,NEW CASTLE CORRECTIONAL FACILITY,Indiana,state,0
New Castle (NCCF),NEW CASTLE CORRECTIONAL FACILITY,Indiana,state,0
New Castle NCCF,NEW CASTLE CORRECTIONAL FACILITY,Indiana,state,0
Pendleton (ISR),PENDLETON CORRECTIONAL FACILITY,Indiana,state,0
Pendleton ISR,PENDLETON CORRECTIONAL FACILITY,Indiana,state,0
Pendleton Juvenile (PNJ),PENDLETON JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
Pendleton Juvenile PNJ,PENDLETON JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
Plainfield (IYC),PLAINFIELD CORRECTIONAL FACILITY,Indiana,state,0
Plainfield IYC,PLAINFIELD CORRECTIONAL FACILITY,Indiana,state,0
Putnamville (ISF),PUTNAMVILLE CORRECTIONAL FACILITY,Indiana,state,0
Putnamville ISF,PUTNAMVILLE CORRECTIONAL FACILITY,Indiana,state,0
Reception Diagnostic (RDC),RECEPTION AND DIAGNOSTIC CENTER,Indiana,state,0
Reception Diagnostic RDC,RECEPTION AND DIAGNOSTIC CENTER,Indiana,state,0
Rockville (RTC),ROCKVILLE CORRECTIONAL FACILITY,Indiana,state,0
Rockville RTC,ROCKVILLE CORRECTIONAL FACILITY,Indiana,state,0
Bend SBWC,SOUTH BEND REENTRY CENTER,Indiana,state,0
South Bend SBWC,SOUTH BEND REENTRY CENTER,Indiana,state,0
Wabash Valley (WVCF),WABASH VALLEY CORRECTIONAL FACILITY,Indiana,state,0
Wabash Valley WVCF,WABASH VALLEY CORRECTIONAL FACILITY,Indiana,state,0
Westville (WCC),WESTVILLE CORRECTIONAL FACILITY,Indiana,state,0
Westville WCC,WESTVILLE CORRECTIONAL FACILITY,Indiana,state,0
Polk County Jail,POLK COUNTY JAIL,Iowa,county,0
ISP ,IOWA STATE PENITENTIARY,Iowa,state,0
ISP¬†,IOWA STATE PENITENTIARY,Iowa,state,0
Mt Pleasant,MT PLEASANT CORRECTIONAL FACILITY,Iowa,state,0
Mt. Pleasant,MT PLEASANT CORRECTIONAL FACILITY,Iowa,state,0
Newton,NEWTON CORRECTIONAL FACILITY,Iowa,state,0
Newton ,NEWTON CORRECTIONAL FACILITY,Iowa,state,0
Newton¬†,NEWTON CORRECTIONAL FACILITY,Iowa,state,0
North Central,NORTH CENTRAL,Iowa,state,0
El Dorado,EL DORADO CORRECTIONAL FACILITY,Kansas,state,0
Ellsworth,ELLSWORTH CORRECTIONAL FACILITY,Kansas,state,0
Hutchinson,HUTCHINSON CORRECTIONAL FACILITY,Kansas,state,0
Lansing,LANSING CORRECTIONAL FACILITY,Kansas,state,0
Larned,LARNED CORRECTIONAL FACILITY,Kansas,state,0
Norton,NORTON CORRECTIONAL FACILITY,Kansas,state,0
Out-of-State,OUT OF STATE,Kansas,state,0
Topeka,TOPEKA CORRECTIONAL FACILITY,Kansas,state,0
Wichita Work Release,WICHITA WORK RELEASE,Kansas,state,0
Winfield,WINFIELD CORRECTIONAL FACILITY,Kansas,state,0
Lexington FMC,LEXINGTON FEDERAL MEDICAL CENTER,Kentucky,federal,1
Bel County Forestry Camp,BELL COUNTY FORESTRY CAMP,Kentucky,state,0
Blackburn CC,BLACKBURN CORRECTIONAL COMPLEX,Kentucky,state,0
Blackburn Correctional Complex,BLACKBURN CORRECTIONAL COMPLEX,Kentucky,state,0
Eastern Kentucky CC,EASTERN KENTUCKY CORRECTIONAL COMPLEX,Kentucky,state,0
Eastern Kentucky Correctional Complex,EASTERN KENTUCKY CORRECTIONAL COMPLEX,Kentucky,state,0
Green River CC,GREEN RIVER CORRECTIONAL COMPLEX,Kentucky,state,0
Green River Correctional Complex,GREEN RIVER CORRECTIONAL COMPLEX,Kentucky,state,0
Kentucky Correctional Institution for Women,KENTUCKY CORRECTIONAL INSTITUTION FOR WOMEN,Kentucky,state,0
Little Sandy CC,LITTLE SANDY CORRECTIONAL COMPLEX,Kentucky,state,0
Little Sandy Correctional Complex,LITTLE SANDY CORRECTIONAL COMPLEX,Kentucky,state,0
Luther Luckett CC,LUTHER LUCKETT CORRECTIONAL COMPLEX,Kentucky,state,0
Luther Luckett Correctional Complex,LUTHER LUCKETT CORRECTIONAL COMPLEX,Kentucky,state,0
Roederer CC,ROEDERER CORRECTIONAL COMPLEX,Kentucky,state,0
Western Kentucky CC,WESTERN KENTUCKY CORRECTIONAL COMPLEX,Kentucky,state,0
Western Kentucky Correctional Complex,WESTERN KENTUCKY CORRECTIONAL COMPLEX,Kentucky,state,0
Orleans Parish,ORLEANS PARISH JAILS,Louisiana,county,0
Orleans Parish Jails,ORLEANS PARISH JAILS,Louisiana,county,0
Allen Correctional Center,ALLEN CORRECTIONAL CENTER,Louisiana,state,0
David Wade Correctional Center,DAVID WADE CORRECTIONAL CENTER,Louisiana,state,0
Elayn Hunt Correctional Center,ELAYN HUNT CORRECTIONAL CENTER,Louisiana,state,0
Louisiana State Penitentiary,LOUISIANA STATE PENITENTIARY,Louisiana,state,0
B.B. Rayburn Correctional Center,RAYBURN CORRECTIONAL CENTER,Louisiana,state,0
Rayburn Correctional Center,RAYBURN CORRECTIONAL CENTER,Louisiana,state,0
Raymond Laborde Correctional Center,RAYMOND LABORDE CORRECTIONAL CENTER,Louisiana,state,0
Maine Correctional Center (MCC),MAINE CORRECTIONAL CENTER MCC,Maine,state,0
Maine Correctional Center MCC,MAINE CORRECTIONAL CENTER MCC,Maine,state,0
State-Wide (Adult),STATEWIDE ADULT,Maine,state,0
State-Wide Adult,STATEWIDE ADULT,Maine,state,0
State-Wide (Juvenile),STATEWIDE JUVENILE,Maine,state,0
State-Wide Juvenile,STATEWIDE JUVENILE,Maine,state,0
Women,MAINE CORRECTIONAL WOMENS CENTER,Maine,state,0
Mid-Atlantic RO,MID ATLANTIC REGIONAL OFFICE,Maryland,federal,1
Volunteers of America Inc,VOLUNTEERS OF AMERICA INC BALTIMORE,Maryland,federal,1
VOLUNTEERS OF AMERICA INC BALTIMORE MD,VOLUNTEERS OF AMERICA INC BALTIMORE,Maryland,federal,1
Volunteers of America Inc.,VOLUNTEERS OF AMERICA INC BALTIMORE,Maryland,federal,1
Baltimore Central Booking & Intake Center,BALTIMORE CENTRAL BOOKING INTAKE CENTER,Maryland,state,0
BCBIC-Baltimore Central Booking & Intake Center,BALTIMORE CENTRAL BOOKING INTAKE CENTER,Maryland,state,0
CDF-Chesapeake Detention Facility,CHESAPEAKE DETENTION FACILITY,Maryland,state,0
Chesapeake Detention Center,CHESAPEAKE DETENTION FACILITY,Maryland,state,0
Eastern Pre-Release Unit,EASTERN PRERELEASE UNIT,Maryland,state,0
EPRU-Eastern Pre-Release Unit,EASTERN PRERELEASE UNIT,Maryland,state,0
JCI-Jessup CI,JESSUP CORRECTIONAL INSTITUTION,Maryland,state,0
Jessup CI,JESSUP CORRECTIONAL INSTITUTION,Maryland,state,0
Jessup Correctional Institution,JESSUP CORRECTIONAL INSTITUTION,Maryland,state,0
Maryland Correctional Training Center,MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN,Maryland,state,0
Maryland Correctional Training Center Hagerstown,MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN,Maryland,state,0
MCTC-Maryland Correctional Training Center,MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN,Maryland,state,0
"Maryland Reception, Diagnostics and Classiciation Center",MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER,Maryland,state,0
MRDCC-Maryland Reception Diagnostics and Classiciation Center,MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER,Maryland,state,0
"MRDCC-Maryland Reception, Diagnostics and Classiciation Center",MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER,Maryland,state,0
Metropolitan Transition Center,METROPOLITAN TRANSITION CENTER BALTIMORE,Maryland,state,0
Metropolitan Transition Center Baltimore,METROPOLITAN TRANSITION CENTER BALTIMORE,Maryland,state,0
MTC-Metropolitan Transition Center,METROPOLITAN TRANSITION CENTER BALTIMORE,Maryland,state,0
Non-residentia location,NON RESIDENTIAL LOCATION,Maryland,state,0
Non-residential Location,NON RESIDENTIAL LOCATION,Maryland,state,0
Patuxent Institution,PATUXENT INSTITUTION,Maryland,state,0
PATX-Patuxent Institution,PATUXENT INSTITUTION,Maryland,state,0
SMPRU-Southern Maryland Pre-Release Unit,SOUTHERN MARYLAND PRERELEASE UNIT,Maryland,state,0
Southern Maryland Pre-Release Unit,SOUTHERN MARYLAND PRERELEASE UNIT,Maryland,state,0
YDC-Youth Detention Center,YOUTH DETENTION CENTER,Maryland,state,0
Youth Detention Center,YOUTH DETENTION CENTER,Maryland,state,0
Devens FMC,DEVENS FEDERAL MEDICAL CENTER,Massachusetts,federal,1
Boston Pre,BOSTON PRERELEASE CENTER,Massachusetts,state,0
MCI-C,MASSACHUSETTS CORRECTIONAL INSTITUTION CONCORD,Massachusetts,state,0
MCI-CJ,MASSACHUSETTS CORRECTIONAL INSTIUTION CEDAR JUNCTION,Massachusetts,state,0
MCI-F,MASSACHUSETTS CORRECTIONAL INSTITUTION FRAMINGHAM,Massachusetts,state,0
MCI-Norfolk,MASSACHUSETTS CORRECTIONAL INSTITUTION NORFOLK,Massachusetts,state,0
MCI-Shirley,MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY,Massachusetts,state,0
NCCI-Gardn,NORTH CENTRAL CORRECTIONAL INSTITUTION,Massachusetts,state,0
Non-Facility,NON FACILITY,Massachusetts,state,0
OCOC,OLD COLONY CORRECTIONAL CENTER,Massachusetts,state,0
Pondville,PONDVILLE CORRECTIONAL CENTER,Massachusetts,state,0
Alger Correctiona Facility,ALGER CORRECTIONAL FACILITY,Michigan,state,0
Alger Correctional Facility,ALGER CORRECTIONAL FACILITY,Michigan,state,0
Baraga Correctiona Facility,BARAGA CORRECTIONAL FACILITY,Michigan,state,0
Baraga Correctional Facility,BARAGA CORRECTIONAL FACILITY,Michigan,state,0
Bellamy Creek Correctiona Facility,BELLAMY CREEK CORRECTIONAL FACILITY,Michigan,state,0
Bellamy Creek Correctional Facility,BELLAMY CREEK CORRECTIONAL FACILITY,Michigan,state,0
Carson City Correctional Facility,CARSON CITY CORRECTIONAL FACILITY,Michigan,state,0
Centra Michigan Correctional Facility,CENTRAL MICHIGAN CORRECTIONAL FACILITY,Michigan,state,0
Central Michigan Correctional Facility,CENTRAL MICHIGAN CORRECTIONAL FACILITY,Michigan,state,0
Charles E Egeler Reception and Guidance Center,CHARLES E EGELER RECEPTION AND GUIDANCE CENTER,Michigan,state,0
Charles E. Egeler Reception and Guidance Center,CHARLES E EGELER RECEPTION AND GUIDANCE CENTER,Michigan,state,0
Chippewa Correctiona Facility,CHIPPEWA CORRECTIONAL FACILITY,Michigan,state,0
Chippewa Correctional Facility,CHIPPEWA CORRECTIONAL FACILITY,Michigan,state,0
Cooper Street Correctional Facility,COOPER STREET CORRECTIONAL FACILITY,Michigan,state,0
Detroit Detention Center,DETROIT DETENTION CENTER,Michigan,state,0
Detroit Reentry Center,DETROIT REENTRY CENTER,Michigan,state,0
Duane Waters Health Center,DUANE WATERS HEALTH CENTER,Michigan,state,0
Earnest C Brooks Correctiona Facility,EARNEST C BROOKS CORRECTIONAL FACILITY,Michigan,state,0
Earnest C Brooks Correctional Facility,EARNEST C BROOKS CORRECTIONAL FACILITY,Michigan,state,0
Ernest C Brooks Correctional Facility,EARNEST C BROOKS CORRECTIONAL FACILITY,Michigan,state,0
Ernest C. Brooks Correctional Facility,EARNEST C BROOKS CORRECTIONAL FACILITY,Michigan,state,0
Field Operations Administration Metro,FIELD OPERATIONS ADMINISTRATION METRO,Michigan,state,0
Field Operations Administration Outstate,FIELD OPERATIONS ADMINISTRATION OUTSTATE,Michigan,state,0
G Robert Cotton Correctional Facility,G ROBERT COTTON CORRECTIONAL FACILITY,Michigan,state,0
G. Robert Cotton Correctional Facility,G ROBERT COTTON CORRECTIONAL FACILITY,Michigan,state,0
Gus Harrison Correctional Facility,GUS HARRISON CORRECTIONAL FACILITY,Michigan,state,0
Ionia Correctional Facilty,IONIA CORRECTIONAL FACILTY,Michigan,state,0
lonia Correctiona Facility,IONIA CORRECTIONAL FACILTY,Michigan,state,0
lonia Correctional Facility,IONIA CORRECTIONAL FACILTY,Michigan,state,0
Ionia Correctional Facility,IONIA CORRECTIONAL FACILTY,Michigan,state,0
Jackson Regiona Warehouse,JACKSON REGIONAL WAREHOUSE,Michigan,state,0
Jackson Regional Warehouse,JACKSON REGIONAL WAREHOUSE,Michigan,state,0
Kinross Correctional Facility,KINROSS CORRECTIONAL FACILITY,Michigan,state,0
Lakeland Correctiona Facility,LAKELAND CORRECTIONAL FACILITY,Michigan,state,0
Lakeland Correctional Facility,LAKELAND CORRECTIONAL FACILITY,Michigan,state,0
Macomb Correctiona Facility,MACOMB CORRECTIONAL FACILITY,Michigan,state,0
Macomb Correctional Facility,MACOMB CORRECTIONAL FACILITY,Michigan,state,0
Marquette Branch Prison,MARQUETTE BRANCH PRISON,Michigan,state,0
Michigan Reformatory,MICHIGAN REFORMATORY,Michigan,state,0
MVichigan Reformatory,MICHIGAN REFORMATORY,Michigan,state,0
Muskegon Correctiona Facility,MUSKEGON CORRECTIONAL FACILITY,Michigan,state,0
Muskegon Correctional Facility,MUSKEGON CORRECTIONAL FACILITY,Michigan,state,0
Muskego Correctional Facility,MUSKEGON CORRECTIONAL FACILITY,Michigan,state,0
Newberry Correctiona Facility,NEWBERRY CORRECTIONAL FACILITY,Michigan,state,0
Newberry Correctional Facility,NEWBERRY CORRECTIONAL FACILITY,Michigan,state,0
Oaks Correctiona Facility,OAKS CORRECTIONAL FACILITY,Michigan,state,0
Oaks Correctional Facility,OAKS CORRECTIONAL FACILITY,Michigan,state,0
Oaks Correctional Facilty,OAKS CORRECTIONAL FACILITY,Michigan,state,0
Parnal Correctional Facility,PARNALL CORRECTIONAL FACILITY,Michigan,state,0
Parnall Correctiona Facility,PARNALL CORRECTIONAL FACILITY,Michigan,state,0
Parnall Correctional Facility,PARNALL CORRECTIONAL FACILITY,Michigan,state,0
Richard A Handion Correctional Facility,RICHARD A HANDLON CORRECTIONAL FACILITY,Michigan,state,0
Richard A Handlon Correctiona Facility,RICHARD A HANDLON CORRECTIONAL FACILITY,Michigan,state,0
Richard A Handlon Correctional Facility,RICHARD A HANDLON CORRECTIONAL FACILITY,Michigan,state,0
Richard A. Handlon Correctional Facility,RICHARD A HANDLON CORRECTIONAL FACILITY,Michigan,state,0
Saginaw Correctiona Facility,SAGINAW CORRECTIONAL FACILITY,Michigan,state,0
Saginaw Correctional Facility,SAGINAW CORRECTIONAL FACILITY,Michigan,state,0
St Louis Correctiona Facility,ST LOUIS CORRECTIONAL FACILITY,Michigan,state,0
St Louis Correctional Facility,ST LOUIS CORRECTIONAL FACILITY,Michigan,state,0
St. Louis Correctional Facility,ST LOUIS CORRECTIONAL FACILITY,Michigan,state,0
Thumb Correctiona Facility,THUMB CORRECTIONAL FACILITY,Michigan,state,0
Thumb Correctional Facility,THUMB CORRECTIONAL FACILITY,Michigan,state,0
Women's Huron Valley Correctional Facility,WOMENS HURON VALLEY CORRECTIONAL FACILITY,Michigan,state,0
Womens Huron Valley Correctiona Facility,WOMENS HURON VALLEY CORRECTIONAL FACILITY,Michigan,state,0
Womens Huron Valley Correctional Facility,WOMENS HURON VALLEY CORRECTIONAL FACILITY,Michigan,state,0
Woodland Center Correctiona Facility,WOODLAND CENTER CORRECTIONAL FACILITY,Michigan,state,0
Woodland Center Correctional Facility,WOODLAND CENTER CORRECTIONAL FACILITY,Michigan,state,0
Hennepin County Jail,HENNEPIN COUNTY JAIL,Minnesota,county,0
Rochester FMC,ROCHESTER FEDERAL MEDICAL FACILITY,Minnesota,federal,1
Field Services,FIELD SERVICES,Minnesota,state,0
Alcorn County Correctional Facility,ALCORN COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Bolivar County Correctional Facility,BOLIVAR COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Carroll-Montgmery County Correctional Facility,CARROLL MONTGOMERY COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Carroll-Montgomery County Correctional Facility,CARROLL MONTGOMERY COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
CarrollMontgmery County Correctional Facility,CARROLL MONTGOMERY COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Central Mississippi Correctional Facility Pearl,CENTRAL MISSISSIPPI CORRECTIONAL INSTITUTION,Mississippi,state,0
Central Mississippi Correctional Institution Pearl,CENTRAL MISSISSIPPI CORRECTIONAL INSTITUTION,Mississippi,state,0
"Central Mississippi Correctional Institution, Pearl",CENTRAL MISSISSIPPI CORRECTIONAL INSTITUTION,Mississippi,state,0
Chickasaw County Correctiona Facility,CHICKASAW COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Chickasaw County Correctional Facility,CHICKASAW COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
East Mississippi Correctional Facility Meridian,EAST MISSISSIPPI CORRECTIONAL FACILITY MERIDIAN,Mississippi,state,0
"East Mississippi Correctional Facility, Meridian",EAST MISSISSIPPI CORRECTIONAL FACILITY MERIDIAN,Mississippi,state,0
George County Correctional Facility,GEORGE COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
