"","facility_name_raw","facility_name_clean","State","jurisdiction"
"1384","ROBERTSON","ROBERTSON UNIT","Texas","state"
"1385","RUDD","RUDD UNIT","Texas","state"
"1386","SAN SABA","SAN SABA UNIT","Texas","state"
"1387","SANCHEZ","SANCHEZ UNIT","Texas","state"
"1388","SAYLE","SAYLE UNIT","Texas","state"
"1389","SCOTT","SCOTT UNIT","Texas","state"
"1390","SEGOVIA","SEGOVIA UNIT","Texas","state"
"1391","SKYVIEW","SKYVIEW UNIT","Texas","state"
"1392","SMITH","SMITH UNIT","Texas","state"
"1393","STEVENSON","STEVENSON UNIT","Texas","state"
"1394","STILES","STILES UNIT","Texas","state"
"1395","STRINGFELLOW","STRINGFELLOW UNIT","Texas","state"
"1396","TELFORD","TELFORD UNIT","Texas","state"
"1397","TERRELL","TERRELL UNIT","Texas","state"
"1398","TORRES","TORRES UNIT","Texas","state"
"1399","TRAVIS","TRAVIS COUNTY STATE JAIL","Texas","state"
"1400","TULIA","TULIA UNIT","Texas","state"
"1401","VANCE","VANCE UNIT","Texas","state"
"1402","WALLACE","WALLACE UNIT","Texas","state"
"1403","WHEELER","WHEELER STATE JAIL","Texas","state"
"1404","WILLACY PRISON","WILLACY STATE JAIL","Texas","state"
"1405","WOODMAN","WOODMAN UNIT","Texas","state"
"1406","WYNNE","WYNNE UNIT","Texas","state"
"1407","ATHERTON COMMUNITY TREATMENT CENTER","ATHERTON COMMUNITY TREATMENT CENTER","Utah","state"
"1408","BONNEVILLE COMMUNITY CORRECTIONAL CENTER","BONNEVILLE COMMUNITY CORRECTIONAL CENTER","Utah","state"
"1409","CENTRAL UTAH CORRECTIONAL FACILITY GUNNISON","CENTRAL UTAH CORRECTIONAL FACILITY GUNNISON","Utah","state"
"1410","FORTITUDE TREATMENT CENTER","FORTITUDE TREATMENT CENTER","Utah","state"
"1411","NORTHERN UTAH COMMUNITY CORRECTIONAL CENTER","NORTHERN UTAH COMMUNITY CORRECTIONAL CENTER","Utah","state"
"1412","ORANGE STREET COMMUNITY CORRECTIONAL CENTER","ORANGE STREET COMMUNITY CORRECTIONAL CENTER","Utah","state"
"1413","UDC INMATES HOUSED AT A COUNTY JAIL","UDC INMATES HOUSED AT A COUNTY JAIL","Utah","state"
"1414","UTAH STATE PRISON DRAPER","UTAH STATE PRISON DRAPER","Utah","state"
"1415","BAPP","BARRE PROBATION AND PAROLE","Vermont","state"
"1416","BEPP","BENNINGTON PROBATION AND PAROLE","Vermont","state"
"1417","BRPP","BRATTLEBORO PROBATION AND PAROLE","Vermont","state"
"1418","BUPP","BURLINGTON PROBATION AND PAROLE","Vermont","state"
"1419","CRCF","CHITTENDEN REGIONAL CORRECTIONAL FACILITY","Vermont","state"
"1420","HAPP","HARTFORD PROBATION AND PAROLE","Vermont","state"
"1421","MIPP","MIPP","Vermont","state"
"1422","MOPP","MORRISVILLE PROBATION AND PAROLE","Vermont","state"
"1423","MVRCF","MARBLE VALLEY REGIONAL CORRECTIONAL FACILITY","Vermont","state"
"1424","NECC","NORTHEAST CORRECTIONAL COMPLEX","Tennessee","state"
"1425","NECC","NORTHEAST CORRECTIONAL COMPLEX","Vermont","state"
"1426","NEPP","NEWPORT PROBATION AND PAROLE","Vermont","state"
"1427","NSCF","NORTHERN STATE CORRECTIONAL FACILITY","Vermont","state"
"1428","NWSCF","NORTHWEST STATE CORRECTIONAL FACILITY","Vermont","state"
"1429","RUPP","RUTLAND PROBATION AND PAROLE","Vermont","state"
"1430","SAPP","SAINT ALBANS PROBATION AND PAROLE","Vermont","state"
"1431","SJPP","SAINT JOHNSBURY PROBATION AND PAROLE","Vermont","state"
"1432","SSCF","SOUTHERN STATE CORRECTIONAL FACILITY","New Jersey","state"
"1433","SSCF","SOUTHERN STATE CORRECTIONAL FACILITY","Vermont","state"
"1434","VIRGINIA BEACH JAIL","VIRGINIA BEACH JAIL","Virginia","county"
"1435","GHENT RESIDENTIAL REENTRY CENTER","GHENT RESIDENTIAL REENTRY CENTER","Virginia","federal"
"1436","LEE UNITED STATES PENITENTIARY","LEE UNITED STATES PENITENTIARY","Virginia","federal"
"1437","PETERSBURG LOW FEDERAL CORRECTIONAL INSTITUTION","PETERSBURG LOW FEDERAL CORRECTIONAL INSTITUTION","Virginia","federal"
"1438","PETERSBURG MEDIUM FEDERAL CORRECTIONAL INSTITUTION","PETERSBURG MEDIUM FEDERAL CORRECTIONAL INSTITUTION","Virginia","federal"
"1439","ADMINISTRATION OPERATIONS","ADMINISTRATION OPERATIONS","Virginia","state"
"1440","APPALACHIAN MENS CORRECTIONAL CENTERAP","APPALACHIAN MENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state"
"1441","AUGUSTA CORRECTIONAL CENTER","AUGUSTA CORRECTIONAL CENTER","Virginia","state"
"1442","BASKERVILLE CORRECTIONAL CENTER","BASKERVILLE CORRECTIONAL CENTER","Virginia","state"
"1443","BLAND CORRECTIONAL CENTER","BLAND CORRECTIONAL CENTER","Virginia","state"
"1444","BRUNSWICK CORRECTIONAL CENTERAP","BRUNSWICK COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state"
"1445","BUCKINGHAM CORRECTIONAL CENTER","BUCKINGHAM CORRECTIONAL CENTER","Virginia","state"
"1446","CAROLINE CORRECTIONAL UNIT","CAROLINE CORRECTIONAL UNIT","Virginia","state"
"1447","CENTRAL VIRGINIA CORRECTIONAL UNIT 13","CENTRAL VIRGINIA CORRECTIONAL UNIT 13","Virginia","state"
"1448","CHESTERFIELD WOMENS CORRECTIONAL CENTERAP","CHESTERFIELD WOMENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state"
"1449","COFFEEWOOD CORRECTIONAL CENTER","COFFEEWOOD CORRECTIONAL CENTER","Virginia","state"
"1450","COLD SPRINGS CORRECTIONAL CENTERAP","COLD SPRINGS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state"
"1451","COLD SPRINGS CORRECTIONAL UNIT 10","COLD SPRINGS CORRECTIONAL UNIT 10","Virginia","state"
"1452","DEERFIELD CORRECTIONAL CENTER INCLUDES DEERFIELD WORK CENTERS","DEERFIELD CORRECTIONAL CENTER INCLUDES DEERFIELD WORK CENTERS","Virginia","state"
"1453","DILLWYN CORRECTIONAL CENTER","DILLWYN CORRECTIONAL CENTER","Virginia","state"
"1454","FLUVANNA CORRECTIONAL CENTER FOR WOMEN","FLUVANNA CORRECTIONAL CENTER FOR WOMEN","Virginia","state"
"1455","GREEN ROCK CORRECTIONAL CENTER","GREEN ROCK CORRECTIONAL CENTER","Virginia","state"
"1456","GREENSVILLE CORRECTIONAL CENTER INCLUDES GREENSVILLE WORK CENTER","GREENSVILLE CORRECTIONAL CENTER INCLUDES GREENSVILLE WORK CENTER","Virginia","state"
"1457","HALIFAX CORRECTIONAL UNIT","HALIFAX CORRECTIONAL UNIT","Virginia","state"
"1458","HARRISONBURG MENS CORRECTIONAL CENTERAP","HARRISONBURG MENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state"
"1459","HAYNESVILLE CORRECTIONAL CENTER","HAYNESVILLE CORRECTIONAL CENTER","Virginia","state"
"1460","HAYNESVILLE CORRECTIONAL UNIT 17","HAYNESVILLE CORRECTIONAL UNIT 17","Virginia","state"
"1461","INDIAN CREEK CORRECTIONAL CENTER","INDIAN CREEK CORRECTIONAL CENTER","Virginia","state"
"1462","KEEN MOUNTAIN CORRECTIONAL CENTER","KEEN MOUNTAIN CORRECTIONAL CENTER","Virginia","state"
"1463","LAWRENCEVILLE CORRECTIONAL CENTER","LAWRENCEVILLE CORRECTIONAL CENTER","Virginia","state"
"1464","LUNENBURG CORRECTIONAL CENTER","LUNENBURG CORRECTIONAL CENTER","Virginia","state"
"1465","MARION CORRECTIONAL TREATMENT CENTER","MARION CORRECTIONAL TREATMENT CENTER","Virginia","state"
"1466","NOTTOWAY CORRECTIONAL CENTER INCLUDES NOTTOWAY WORK CENTER","NOTTOWAY CORRECTIONAL CENTER INCLUDES NOTTOWAY WORK CENTER","Virginia","state"
"1467","PATRICK HENRY CORRECTIONAL UNIT","PATRICK HENRY CORRECTIONAL UNIT","Virginia","state"
"1468","POCAHONTAS STATE CORRECTIONAL CENTER","POCAHONTAS STATE CORRECTIONAL CENTER","Virginia","state"
"1469","PROBATION PAROLE CENTRAL REGION","PROBATION PAROLE CENTRAL REGION","Virginia","state"
"1470","PROBATION PAROLE EASTERN REGION","PROBATION PAROLE EASTERN REGION","Virginia","state"
"1471","PROBATION PAROLE WESTERN REGION","PROBATION PAROLE WESTERN REGION","Virginia","state"
"1472","RED ONION STATE PRISON","RED ONION STATE PRISON","Virginia","state"
"1473","RIVER NORTH CORRECTIONAL CENTER","RIVER NORTH CORRECTIONAL CENTER","Virginia","state"
"1474","RUSTBURG CORRECTIONAL UNIT","RUSTBURG CORRECTIONAL UNIT","Virginia","state"
"1475","ST BRIDES CORRECTIONAL CENTER","ST BRIDES CORRECTIONAL CENTER","Virginia","state"
"1476","STAFFORD MENS CORRECTIONAL CENTERAP","STAFFORD MENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state"
"1477","STATE FARM CORRECTIONAL COMPLEX","STATE FARM CORRECTIONAL COMPLEX","Virginia","state"
"1478","SUSSEX I STATE PRISON","SUSSEX I STATE PRISON","Virginia","state"
"1479","SUSSEX II STATE PRISON","SUSSEX II STATE PRISON","Virginia","state"
"1480","VIRGINIA CORRECTIONAL CENTER FOR WOMEN INCLUDES STATE FARM WORK CENTER","VIRGINIA CORRECTIONAL CENTER FOR WOMEN INCLUDES STATE FARM WORK CENTER","Virginia","state"
"1481","WALLENS RIDGE STATE PRISON","WALLENS RIDGE STATE PRISON","Virginia","state"
"1482","WISE CORRECTIONAL UNIT","WISE CORRECTIONAL UNIT","Virginia","state"
"1483","SEATAC FEDERAL DETENTION CENTER","SEATAC FEDERAL DETENTION CENTER","Washington","federal"
"1484","AHTANUM VIEW WORK RELEASE","AHTANUM VIEW WORK RELEASE","Washington","state"
"1485","AIRWAY HEIGHTS CORRECTIONS CENTER","AIRWAY HEIGHTS CORRECTIONS CENTER","Washington","state"
"1486","BELLINGHAM WORK RELEASE","BELLINGHAM WORK RELEASE","Washington","state"
"1487","BISHOP LEWIS WORK RELEASE","BISHOP LEWIS WORK RELEASE","Washington","state"
"1488","BROWNSTONE WORK RELEASE","BROWNSTONE WORK RELEASE","Washington","state"
"1489","CAPTAIN JIMMIE EVANS REGIONAL PERFORMANCE CENTER MONROE WA","CAPTAIN JIMMIE EVANS REGIONAL PERFORMANCE CENTER","Washington","state"
"1490","CEDAR CREEK CORRECTIONS CENTER","CEDAR CREEK CORRECTIONS CENTER","Washington","state"
"1491","CLALLAM BAY CORRECTIONS CENTER","CLALLAM BAY CORRECTIONS CENTER","Washington","state"
"1492","COMMUNITY CORRECTIONS SECTION 1","COMMUNITY CORRECTIONS SECTION 1","Washington","state"
"1493","COMMUNITY CORRECTIONS SECTION 2","COMMUNITY CORRECTIONS SECTION 2","Washington","state"
"1494","COMMUNITY CORRECTIONS SECTION 3","COMMUNITY CORRECTIONS SECTION 3","Washington","state"
"1495","COMMUNITY CORRECTIONS SECTION 4","COMMUNITY CORRECTIONS SECTION 4","Washington","state"
"1496","COMMUNITY CORRECTIONS SECTION 5","COMMUNITY CORRECTIONS SECTION 5","Washington","state"
"1497","COMMUNITY CORRECTIONS SECTION 6","COMMUNITY CORRECTIONS SECTION 6","Washington","state"
"1498","COMMUNITY CORRECTIONS SECTION 7","COMMUNITY CORRECTIONS SECTION 7","Washington","state"
"1499","COMMUNITY MEDICAL CENTER","COMMUNITY MEDICAL CENTER","Washington","state"
"1500","COYOTE RIDGE CORRECTIONS CENTER","COYOTE RIDGE CORRECTIONS CENTER","Washington","state"
"1501","ELEANOR CHASE HOUSE WORK RELEASE","ELEANOR CHASE HOUSE WORK RELEASE","Washington","state"
"1502","HELEN B RATCLIFF WORK RELEASE","HELEN B RATCLIFF WORK RELEASE","Washington","state"
"1503","LARCH CORRECTIONS CENTER","LARCH CORRECTIONS CENTER","Washington","state"
"1504","LONGVIEW WORK RELEASE","LONGVIEW WORK RELEASE","Washington","state"
"1505","MILL CREEK REGIONAL PERFORMANCE CENTER WALLA WALLA WA","MILL CREEK REGIONAL PERFORMANCE CENTER WALLA WALLA WA","Washington","state"
"1506","MISSION CREEK CORRECTIONS CENTER FOR WOMEN","MISSION CREEK CORRECTIONS CENTER FOR WOMEN","Washington","state"
"1507","MONROE CORRECTIONAL COMPLEX","MONROE CORRECTIONAL COMPLEX","Washington","state"
"1508","OLYMPIA AREA OFFICES","OLYMPIA AREA OFFICES","Washington","state"
"1509","OLYMPIA WORK RELEASE","OLYMPIA WORK RELEASE","Washington","state"
"1510","OLYMPIC CORRECTIONS CENTER","OLYMPIC CORRECTIONS CENTER","Washington","state"
"1511","PENINSULA WORK RELEASE","PENINSULA WORK RELEASE","Washington","state"
"1512","PROGRESS HOUSE WORK RELEASE","PROGRESS HOUSE WORK RELEASE","Washington","state"
"1513","REYNOLDS WORK RELEASE","REYNOLDS WORK RELEASE","Washington","state"
"1514","SOUTHWEST REGION PERFORMANCE CENTER LACEY WA","SOUTHWEST REGION PERFORMANCE CENTER LACEY WA","Washington","state"
"1515","STAFFORD CREEK CORRECTIONS CENTER","STAFFORD CREEK CORRECTIONS CENTER","Washington","state"
"1516","TRICITIES WORK RELEASE","TRICITIES WORK RELEASE","Washington","state"
"1517","WASHINGTON CORRECTIONS CENTER","WASHINGTON CORRECTIONS CENTER","Washington","state"
"1518","WASHINGTON CORRECTIONS CENTER FOR WOMEN","WASHINGTON CORRECTIONS CENTER FOR WOMEN","Washington","state"
"1519","WASHINGTON CORRECTIONS CENTER FOR WOMEN GIG HARBOR","WASHINGTON CORRECTIONS CENTER FOR WOMEN","Washington","state"
"1520","WASHINGTON CORRECTIONS CENTER SHELTON","WASHINGTON CORRECTIONS CENTER SHELTON","Washington","state"
"1521","WASHINGTON STATE PENITENTIARY","WASHINGTON STATE PENITENTIARY","Washington","state"
"1522","ALDERSON FEDERAL PRISON CAMP","ALDERSON FEDERAL PRISON CAMP","West Virginia","federal"
"1523","BECKLEY FEDERAL CORRECTIONAL INSTITUTION","BECKLEY FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal"
"1524","GILMER FEDERAL CORRECTIONAL INSTITUTION","GILMER FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal"
"1525","HAZELTON FEDERAL CORRECTIONAL INSTITUTION","HAZELTON FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal"
"1526","HAZELTON UNITED STATES PENITENTIARY","HAZELTON UNITED STATES PENITENTIARY","West Virginia","federal"
"1527","MCDOWELL FEDERAL CORRECTIONAL INSTITUTION","MCDOWELL FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal"
"1528","MORGANTOWN FEDERAL CORRECTIONAL INSTITUTION","MORGANTOWN FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal"
"1529","BECKLEY BCC","BLECKLEY CORRECTIONAL CENTER","West Virginia","state"
"1530","CENTRAL CRJ","CENTRAL REGIONAL JAIL","West Virginia","state"
"1531","CHARLESTON CORRECTIONAL CENTERC","CHARLESTON CORRECTIONAL CENTER","West Virginia","state"
"1532","DENMAR DCC","DENMAR CORRECTIONAL CENTER","West Virginia","state"
"1533","DONALD R KUHN DRK","DONALD R KUHN JUVENILE CENTER","West Virginia","state"
"1534","EASTERN ERJ","EASTERN REGIONAL JAIL","West Virginia","state"
"1535","GENE SPADARO GSJC","GENE SPADARO JUVENILE CENTER","West Virginia","state"
"1536","HUTTONSVILLE HCC","HUTTONSVILLE CORRECTIONAL CENTER","West Virginia","state"
"1537","JAMES H TIGER MORTON TMJC","TIGER MORTON JUVENILE CENTER","West Virginia","state"
"1538","JM CHICK BUCKBEE CBJC","CHICK BUCKBEE JUVENILE CENTER","West Virginia","state"
"1539","KENNETH HONEY RUBENSTEIN RC","KENNETH HONEY RUBENSTEIN JUVENILE CENTER","West Virginia","state"
"1540","LAKIN LCC","LAKIN CORRECTIONAL CENTER","West Virginia","state"
"1541","LORRIE YEAGER JR LYJC","LORRIE YEAGER JUVENILE CENTER","West Virginia","state"
"1542","MARTINSBURG MCC","MARTINSBURG CORRECTIONAL CENTER","West Virginia","state"
"1543","MCDOWELL MCDO CONTRACT","MCDOWELL COUNTY CORRECTIONAL CENTER","West Virginia","state"
"1544","MOUNT OLIVE MOCC","MOUNT OLIVE CORRECTIONAL CENTER","West Virginia","state"
"1545","NORTH CENTRAL NCRJ","NORTH CENTRAL REGIONAL JAIL","West Virginia","state"
"1546","NORTHERN NCF","NORTHERN CORRECTIONAL FACILITY","West Virginia","state"
"1547","NORTHERN NRJ","NORTHERN REGIONAL FACILITY","West Virginia","state"
"1548","OHIO COUNTY OCCC","OHIO COUNTY CORRECTIONAL CENTER","West Virginia","state"
"1549","PARKERSBURG PBCC","PARKERSBURG CORRECTIONAL CENTER","West Virginia","state"
"1550","POTOMAC HIGHLANDS PHRJ","POTOMAC HIGHLANDS REGIONAL JAIL","West Virginia","state"
"1551","PRUNTYTOWN PCC","PRUNTYTOWN CORRECTIONAL CENTER","West Virginia","state"
"1552","ROBERT L SHELL RSJC","ROBERT SHELL JUVENILE CENTER","West Virginia","state"
"1553","RONALD MULHOLLAND RMJC CONTRACT","RONALD MULHOLLAND JUVENILE CENTER","West Virginia","state"
"1554","SAINT MARYS SMCC","SAINT MARYS CORRECTIONAL CENTER","West Virginia","state"
"1555","SALEM SCC","SALEM CORRECTIONAL CENTER","West Virginia","state"
"1556","SAM PERDUE SPJC","SAM PERDUE JUVENILE CENTER","West Virginia","state"
"1557","SOUTH CENTRAL SCRJ","SOUTH CENTRAL REGIONAL JAIL","West Virginia","state"
"1558","SOUTHERN SRJ","SOUTHERN REGIONAL JAIL","West Virginia","state"
"1559","SOUTHWESTERN SWRJ","SOUTHWESTERN REGIONAL JAIL","West Virginia","state"
"1560","TYGART VALLEY TVRJ","TYGART VALLEY REGIONAL JAIL","West Virginia","state"
"1561","VICKI V DOUGLAS VDJC","VICKI DOUGLAS JUVENILE CENTER","West Virginia","state"
"1562","WESTERN WRJ","WESTERN REGIONAL JAIL","West Virginia","state"
"1563","CRIMINALJUSTICE FACILITY","CRIMINALJUSTICE FACILITY","Wisconsin","county"
"1564","HOUSE OF CORRECTION","HOUSE OF CORRECTION","Wisconsin","county"
"1565","JUVENILE JUSTICE CENTER","JUVENILE JUSTICE CENTER","Wisconsin","county"
"1566","OXFORD FEDERAL CORRECTIONAL INSTITUTION","OXFORD FEDERAL CORRECTIONAL INSTITUTION","Wisconsin","federal"
"1567","AUXILIARY UNITS","AUXILIARY UNITS","Wisconsin","state"
"1568","BLACK RIVER CORRECTIONAL CENTER","BLACK RIVER CORRECTIONAL CENTER","Wisconsin","state"
"1569","CHIPPEWA VALLEY CORRECTIONAL TREATMENT FACILITY","CHIPPEWA VALLEY CORRECTIONAL TREATMENT FACILITY","Wisconsin","state"
"1570","COPPER LAKE SCHOOL LINCOLN HILLS SCHOOL","COPPER LAKE SCHOOL LINCOLN HILLS SCHOOL","Wisconsin","state"
"1571","DIVISION OF COMMUNITY CORRECTIONS TOTAL","DIVISION OF COMMUNITY CORRECTIONS TOTAL","Wisconsin","state"
"1572","DIVISION OF JUVENILE CORRECTIONS FACILITIES","DIVISION OF JUVENILE CORRECTIONS FACILITIES","Wisconsin","state"
"1573","DIVISION OF JUVENILE CORRECTIONS FIELD","DIVISION OF JUVENILE CORRECTIONS FIELD","Wisconsin","state"
"1574","DODGE CORRECTIONAL INSTITUTION","DODGE CORRECTIONAL INSTITUTION","Wisconsin","state"
"1575","DRUG ABUSE CORRECTIONAL CENTER","DRUG ABUSE CORRECTIONAL CENTER","Wisconsin","state"
"1576","FELMERS O CHANEY CORRECTIONAL CENTER","FELMERS O CHANEY CORRECTIONAL CENTER","Wisconsin","state"
"1577","FLAMBEAU CORRECTIONAL CENTER","FLAMBEAU CORRECTIONAL CENTER","Wisconsin","state"
"1578","FOX LAKE CORRECTIONAL INSTITUTION","FOX LAKE CORRECTIONAL INSTITUTION","Wisconsin","state"
"1579","GORDON CORRECTIONAL CENTER","GORDON CORRECTIONAL CENTER","Wisconsin","state"
"1580","GREEN BAY CORRECTIONAL INSTITUTION","GREEN BAY CORRECTIONAL INSTITUTION","Wisconsin","state"
"1581","GROW ACADEMY","GROW ACADEMY","Wisconsin","state"
"1582","JOHN C BURKE CORRECTIONAL CENTER","JOHN C BURKE CORRECTIONAL CENTER","Wisconsin","state"
"1583","KENOSHA CORRECTIONAL CENTER","KENOSHA CORRECTIONAL CENTER","Wisconsin","state"
"1584","KETTLE MORAINE CORRECTIONAL INSTITUTION","KETTLE MORAINE CORRECTIONAL INSTITUTION","Wisconsin","state"
"1585","MARSHALL E SHERRER CORRECTIONAL CENTER","MARSHALL E SHERRER CORRECTIONAL CENTER","Wisconsin","state"
"1586","MCNAUGHTON CORRECTIONAL CENTER","MCNAUGHTON CORRECTIONAL CENTER","Wisconsin","state"
"1587","MILWAUKEE SECURE DETENTION FACILITY","MILWAUKEE SECURE DETENTION FACILITY","Wisconsin","state"
"1588","MILWAUKEE WOMENS CORRECTIONAL CENTER","MILWAUKEE WOMENS CORRECTIONAL CENTER","Wisconsin","state"
"1589","NEW LISBON CORRECTIONAL INSTITUTIO","NEW LISBON CORRECTIONAL INSTITUTIO","Wisconsin","state"
"1590","NEW LISBON CORRECTIONAL INSTITUTION","NEW LISBON CORRECTIONAL INSTITUTION","Wisconsin","state"
"1591","OAKHILL CORRECTIONAL INSTITUTION","OAKHILL CORRECTIONAL INSTITUTION","Wisconsin","state"
"1592","OREGON CORRECTIONAL CENTER","OREGON CORRECTIONAL CENTER","Wisconsin","state"
"1593","OSHKOSH CORRECTIONAL INSTITUTION","OSHKOSH CORRECTIONAL INSTITUTION","Wisconsin","state"
"1594","PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION","PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION","Wisconsin","state"
"1595","RACINE CORRECTIONAL INSTITUTION","RACINE CORRECTIONAL INSTITUTION","Wisconsin","state"
"1596","STURTEVANT TRANSITIONAL FACILITY","STURTEVANT TRANSITIONAL FACILITY","Wisconsin","state"
"1597","RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY","RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY","Wisconsin","state"
"1598","REDGRANITE CORRECTIONAL INSTITUTION","REDGRANITE CORRECTIONAL INSTITUTION","Wisconsin","state"
"1599","ROBERT E ELLSWORTH CORRECTIONAL CENTER","ROBERT E ELLSWORTH CORRECTIONAL CENTER","Wisconsin","state"
"1600","SANGER B POWERS CORRECTIONAL CENTER","SANGER B POWERS CORRECTIONAL CENTER","Wisconsin","state"
"1601","ST CROIX CORRECTIONAL CENTER","SAINT CROIX CORRECTIONAL CENTER","Wisconsin","state"
"1602","STANLEY CORRECTIONAL INSTITUTION","STANLEY CORRECTIONAL INSTITUTION","Wisconsin","state"
"1603","TAYCHEEDAH CORRECTIONAL INSTITUTION","TAYCHEEDAH CORRECTIONAL INSTITUTION","Wisconsin","state"
"1604","THOMPSON CORRECTIONAL CENTER","THOMPSON CORRECTIONAL CENTER","Wisconsin","state"
"1605","WAUPUN CORRECTIONAL INSTITUTION","WAUPUN CORRECTIONAL INSTITUTION","Wisconsin","state"
"1606","WINNEBAGO CORRECTIONAL CENTER","WINNEBAGO CORRECTIONAL CENTER","Wisconsin","state"
"1607","WISCONSIN SECURE PROGRAM FACILITY","WISCONSIN SECURE PROGRAM FACILITY","Wisconsin","state"
"1608","WOMENS CENTER IN LUSK","WOMENS CENTER IN LUSK","Wyoming","state"
"1609","WYOMING HONOR CONSERVATION CAMP","WYOMING HONOR CONSERVATION CAMP","Wyoming","state"
"1610","WYOMING HONOR FARM","WYOMING HONOR FARM","Wyoming","state"
"1611","WYOMING MEDIUM CORRECTIONAL INSTITUTION","WYOMING MEDIUM CORRECTIONAL INSTITUTION","Wyoming","state"
"1612","WYOMING STATE PENITENTIARY","WYOMING STATE PENITENTIARY","Wyoming","state"
"1613","TUTWILER","TUTWILER PRISON FOR WOMEN","Alabama","state"
"1614","EYEMAN","EYMAN STATE PRISON","Arizona","state"
"1615","FLORENCE AZ STATE PRISON COMPLEX","FLORENCE STATE PRISON","Arizona","state"
"1616","MARANA COMMUNITY CORRECTIONAL TREATMENT FACILITY","MARANA STATE PRISON","Arizona","state"
"1617","ASP AVENAL STATE PRISON","AVENAL STATE PRISON","California","state"
"1618","CAL CALIPATRIA STATE PRISON","CALIPATRIA STATE PRISON","California","state"
"1619","CCC CALIFORNIA CORRECTIONAL CENTER","CALIFORNIA CORRECTIONAL CENTER","California","state"
"1620","CCI CALIFORNIA CORRECTIONAL INSTITUTION","CALIFORNIA CORRECTIONAL INSTITUTION","California","state"
"1621","CCWF CENTRAL CA WOMENS FACILITY","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"1622","CEN CALIFORNIA STATE PRISON CENTINELA","CENTINELA STATE PRISON","California","state"
"1623","CHCF CALIFORNIA HEALTH CARE FACILITY","CALIFORNIA HEALTH CARE FACILITY","California","state"
"1624","CIM CALIFORNIA INSTITUTION FOR MEN","CALIFORNIA INSTITUTION FOR MEN","California","state"
"1625","CIW CALIFORNIA INSTITUTION FOR WOMEN","CALIFORNIA INSTITUTION FOR WOMEN","California","state"
"1626","CMC CALIFORNIA MENS COLONY","CALIFORNIA MENS COLONY","California","state"
"1627","CMF CALIFORNIA MEDICAL FACILITY","CALIFORNIA MEDICAL FACILITY","California","state"
"1628","COR CALIFORNIA STATE PRISON CORCORAN","CALIFORNIA STATE PRISON CORCORAN","California","state"
"1629","CRC CALIFORNIA REHABILITATION CENTER","CALIFORNIA REHABILITATION CENTER","California","state"
"1630","CTF CORRECTIONAL TRAINING FACILITY","CORRECTIONAL TRAINING FACILITY","California","state"
"1631","CVSP CHUCKAWALLA VALLEY STATE PRISON","CHUCKAWALLA VALLEY STATE PRISON","California","state"
"1632","DVI DEUEL VOCATIONAL INSTITUTION","DEUEL VOCATIONAL INSTITUTION","California","state"
"1633","FSP FOLSOM STATE PRISON","FOLSOM STATE PRISON","California","state"
"1634","HDSP HIGH DESERT STATE PRISON","HIGH DESERT STATE PRISON","California","state"
"1635","ISP IRONWOOD STATE PRISON","IRONWOOD STATE PRISON","California","state"
"1636","KVSP KERN VALLEY STATE PRISON","KERN VALLEY STATE PRISON","California","state"
"1637","LAC CALIFORNIA STATE PRISON LOS ANGELES COUNTY","CALIFORNIA STATE PRISON LOS ANGELES","California","state"
"1638","MCSP MULE CREEK STATE PRISON","MULE CREEK STATE PRISON","California","state"
"1639","CHADERJIAN YOUTH CORRECTIONAL FACILITY","NA CHADERJIAN YOUTH CORRECTIONAL FACILITY","California","state"
"1640","NCYCC NORTHERN CALIFORNIA YOUTH CORRECTIONAL CENTER","NORTHERN CALIFORNIA YOUTH CORRECTIONAL CENTER","California","state"
"1641","NKSP NORTH KERN STATE PRISON","NORTH KERN STATE PRISON","California","state"
"1642","OH CLOSE YOUTH CORRECTIONAL FACILITY","OH CLOSE YOUTH CORRECTIONAL FACILITY","California","state"
"1643","PVSP PLEASANT VALLEY STATE PRISON","PLEASANT VALLEY STATE PRISON","California","state"
"1644","RICHARD A MCGEE CORRECTIONAL TRAINING CENTER GALT","RICHARD A MCGEE CORRECTIONAL TRAINING CENTER","California","state"
"1645","RJD RICHARD J DONOVAN CORRECTIONAL FACILITY","RJ DONOVAN CORRECTIONAL FACILITY","California","state"
