"Facility.ID","PREA.Audit.Date","PREA.Report.Date","PREA.Staff.Population","PREA.Residents.Population","PREA.Capacity","PREA.Staff.Population.Type","PREA.Residents.Population.Type","PREA.Source"
532,2018-03-22,2018-04-13,183,1041,1080,"Contact","Current","https://doc.iowa.gov/sites/default/files/documents/2018/04/mount_pleasant_correctional_facility_audit_2018.pdf"
533,2020-02-20,2020-03-11,262,1304,1397,"Contact","Current","https://doc.iowa.gov/sites/default/files/documents/2020/08/newton_correctional_facility_audit_2020.pdf"
534,2020-05-07,2020-05-21,93,460,494,"Contact","Current","https://doc.iowa.gov/sites/default/files/documents/2020/06/north_central_correctional_facility_audit_2020.pdf"
538,2018-06-28,2019-02-22,364,2029,2029,"Contact","Current","https://www.doc.ks.gov/publications/kdoc-facilities-management/prea/audits/edcf/2019"
541,2020-08-27,2020-10-13,528,1890,1862,"Contact","Current","https://www.doc.ks.gov/publications/kdoc-facilities-management/prea/audits/KANSAS_HUTCHINSON%20CORRECTIONAL%20FACILITY_YEAR2CYCLE3.pdf"
542,2018-12-07,2019-01-27,314,179,270,"Contact","Current","https://www.doc.ks.gov/publications/kdoc-facilities-management/prea/audits/kjcc/2019/view"
543,2019-06-20,2019-12-06,500,1915,1955,"Contact","Current","https://www.doc.ks.gov/publications/kdoc-facilities-management/prea/audits/lcf/lcf-19"
544,2018-05-24,2018-12-11,188,588,608,"Contact","Current","https://www.doc.ks.gov/publications/kdoc-facilities-management/prea/audits/lcmhf/2018/view"
546,2019-06-06,2020-02-04,301,971,975,"Contact","Current","https://www.doc.ks.gov/publications/kdoc-facilities-management/prea/audits/ncf/ncf-final-prea-report/view"
549,2020-03-05,2020-04-10,245,904,907,"Contact","Current","https://www.doc.ks.gov/publications/kdoc-facilities-management/prea/audits/tcf/2020-prea-audit/view"
553,2019-03-20,,51,300,300,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/BCFC%20PREA%20Audit%20Final%20Report%202019.pdf"
555,2018-03-30,2018-04-30,120,538,594,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/2018/BCC_PREA_Final_Report.pdf"
558,2018-04-25,,543,1858,1922,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/2018/EKCC_PREA_Final_Report_new.pdf"
559,2020-12-09,2021-01-20,280,732,982,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/2020/GRCC%20PREA%20Audit%20Report%202021.pdf"
560,2021-01-20,2021-03-05,163,565,733,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/2020/2020%20KCIW%20PREA%20Final%20Report.pdf"
561,2019-02-21,2019-03-12,339,849,914,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/KSP%20PREA%20Audit%20Final%20Report%202019.pdf"
562,2019-01-23,2019-02-08,448,997,1058,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/KSR%20PREA%20Audit%20Final%20Report%202019.pdf"
563,2020-07-29,2020-08-29,164,772,866,"Contact","Current","https://www.corecivic.com/hubfs/_files/PREA/Lee%20Adjustment%20Center%20Final%20Report%20082920.pdf"
565,2018-04-27,,246,998,1022,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/2018/LSCC_PREA_Final_Report.pdf"
566,2017-04-20,2017-06-20,196,988,1006,"Assigned (Last 12 Months)","Current","https://corrections.ky.gov/About/Documents/PREA/2018/2017%20PREA%20Final%20Report-LLCC.pdf"
569,2018-03-28,2018-04-30,295,1242,1256,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/2018/NTC_PREA_Final_Report.pdf"
570,2019-01-25,2019-02-09,199,1252,1238,"Contact","Current","https://corrections.ky.gov/About/Documents/PREA/RCC%20PREA%20Audit%20Final%20Report%202019.pdf"
572,2017-06-14,2017-12-30,269,669,696,"Assigned (Last 12 Months)","Current","https://corrections.ky.gov/About/Documents/PREA/2018/WKCC%20PREA%20Audit%20Final%20Report%202017.pdf"
591,2019-06-21,2019-08-15,57,217,222,"Contact","Current","https://www.maine.gov/corrections/sites/maine.gov.corrections/files/inline-files/2019_BCF_Final_Report_0.pdf"
592,2020-07-17,2020-08-15,272,499,814,"Contact","Current","https://www.maine.gov/corrections/sites/maine.gov.corrections/files/inline-files/MCC_2020_Final_PREA_Report.pdf"
594,2019-06-20,2019-08-10,287,923,1058,"Contact","Current","https://www.maine.gov/corrections/sites/maine.gov.corrections/files/inline-files/MSP_2019_PREA_Report.pdf"
595,2015-03-20,2015-03-20,146,17,133,"Assigned (Last 12 Months)","Current","https://www.maine.gov/corrections/sites/maine.gov.corrections/files/prea/MVYDC%20FINAL%20PREA%20Report%20.pdf"
599,2020-10-30,2020-12-27,740,794,946,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/BCBIC%20Final%20Report%2012-27-20.pdf"
600,2018-04-12,2019-01-15,114,450,508,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/BCCC-Final-Report-2018A.pdf"
602,2020-10-28,2021-01-12,0,0,0,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/CDF%20Final%20Report%20Year%201%20Cycle%203.pdf"
603,2018-01-26,2018-10-03,84,489,516,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/CMCF-Final-Report-2018.pdf"
605,2019-04-09,2019-12-12,228,1006,1098,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/DRCF-Final-Report-2019.pdf"
609,2019-03-14,2019-11-08,39,174,180,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/EPRU-Final-Report-2019.pdf"
611,2018-03-09,2018-08-17,586,1547,1892,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/JCI-Final-Report-2018.pdf"
613,2020-10-27,2020-12-14,232,655,850,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/MCIW%20Final%20Report%202020.pdf"
614,2021-04-16,2021-05-31,371,926,1300,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/MCIH-Final%20Report%202021.pdf"
615,2020-03-05,2020-09-04,417,2905,2952,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/Final%20Report%20-%20MCTC.pdf"
617,2019-04-08,2019-12-18,352,600,624,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/MTC-Final-Report-2019.pdf"
620,2019-04-10,2019-01-06,455,917,1200,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/Patuxent-Final-Report-2019.pdf"
621,2020-02-28,2020-10-05,333,1752,1798,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/Roxburg%20Correctional%20Institution%20-%20Final%20Report%20-%20Cycle%203.pdf"
624,2019-03-12,2019-12-11,37,158,180,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/SMPRU-Final-Report-2019.pdf"
627,2020-02-07,2020-05-04,483,1672,1753,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/WCI-Final-PREA-Audit-Report-A.pdf"
628,2019-04-10,2019-12-19,145,44,50,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/YDC-Final-Report-2019.pdf"
629,2018-02-09,2018-03-23,77,143,200,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2018-boston-pre-release-center/download"
636,2019-04-24,2019-07-21,475,812,1029,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2019-mci-concord/download"
637,2016-05-13,2016-06-06,502,491,452,"Assigned (Last 12 Months)","Current","https://www.mass.gov/doc/prea-audit-report-2016-mci-framingham/download"
638,2018-02-06,2018-03-23,495,1338,1500,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2018-mci-norfolk/download"
639,2016-03-23,2016-04-25,356,1441,1019,"Assigned (Last 12 Months)","Current","https://www.mass.gov/files/documents/2016/09/ns/prea-audit-reportshirley-final_0.pdf"
640,2020-10-22,2020-12-16,429,423,646,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2020-mci-cedar-junction/download"
641,2020-10-20,2020-12-16,307,574,561,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2020-massachusetts-treatment-center/download"
643,2019-06-04,2019-07-21,303,965,1013,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2019-north-central-correctional-institution/download"
645,2020-10-19,2020-12-16,733,758,580,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2020-old-colony-correctional-center/download"
646,2020-10-23,2020-12-16,58,104,204,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2020-pondville-correctional-center/download"
648,2018-02-08,2018-03-23,463,1000,1645,"Contact","Current","https://www.mass.gov/doc/prea-audit-report-2018-souza-baranowski-correctional-center/download"
650,2017-06-08,2018-01-16,256,882,895,"Assigned (Last 12 Months)","Current","https://www.michigan.gov/documents/corrections/Alger_Final_Report_611696_7.pdf"
651,2017-06-06,2018-01-16,28,849,868,"Assigned (Last 12 Months)","Current","https://www.michigan.gov/documents/corrections/Baraga_Correctional_Facility_PREA_Audit_-_June_2017_-_Final_Report_630228_7.pdf"
652,2017-10-17,2017-12-15,408,1736,1888,"Contact","Current","https://www.michigan.gov/documents/corrections/Final_-_Bellamy_Creek_Correctional_11-21-2017_608937_7.pdf"
653,2019-05-01,2019-11-14,442,2384,2528,"Contact","Current","https://www.michigan.gov/documents/corrections/Carson_City_Correctional_Final_Report_671534_7.pdf"
656,2019-05-24,2019-11-13,546,1091,1295,"Contact","Current","https://www.michigan.gov/documents/corrections/Charles_E._Egeler_Reception_and_Guidance_Center_Final_Report_673251_7.pdf"
659,2018-06-05,2018-07-19,396,2317,2362,"Contact","Current","https://www.michigan.gov/documents/corrections/Chippewa_Correctional_Facility_PREA_Audit_-_June_2018_-_Final_Report_630224_7.pdf"
661,2017-12-06,2018-08-10,264,1737,1752,"Contact","Current","https://www.michigan.gov/documents/corrections/Cooper_Street_Final_Audit_Report_631674_7.pdf"
663,2016-11-15,2017-05-25,330,0,1082,"Contact","Current","https://www.michigan.gov/documents/corrections/DRC_Final_Report_577662_7.pdf"
665,2017-02-02,2017-07-21,259,1223,1246,"Contact","Current","https://www.michigan.gov/documents/corrections/Final_Report-Earnest_C._Brooks_603258_7.pdf"
668,2017-04-27,2018-02-14,362,1784,1842,"Contact","Current","https://www.michigan.gov/documents/corrections/G_Robert_Cotton_Correctional_Facility_-_April_2017_-_Final_Report_630229_7.pdf"
669,2017-10-19,2018-07-02,508,2,2,"Contact","Current","https://www.michigan.gov/documents/corrections/Gus_Harrison_Correctional_Facility_-_October_2017_-_Final_Report_630217_7.pdf"
671,2017-03-09,2017-06-16,306,679,706,"Contact","Current","https://www.michigan.gov/documents/corrections/ICF_FINAL_PREA_Audit_Report_2017_603253_7.pdf"
673,2019-05-21,2019-11-12,230,1565,1600,"Contact","Current","https://www.michigan.gov//documents/corrections/Jacobson_T_Kinross_Correctional_Final_Report_671287_7.pdf"
676,2018-06-29,2019-01-28,312,908,1122,"Contact","Current","https://www.michigan.gov/documents/corrections/Marquette_Branch_Prison_PREA_Audit-_Final_Report_January_28_2019_645531_7.pdf"
677,2017-03-10,2017-07-20,321,1183,1316,"Assigned (Last 12 Months)","Current","https://www.michigan.gov/documents/corrections/RMI_PREA_Final_Report_603262_7.pdf"
679,2019-05-22,2019-12-05,239,1295,1338,"Contact","Current","https://www.michigan.gov//documents/corrections/Muskegon_Correctional_Final_Report_673283_7.pdf"
680,2018-06-08,2018-08-02,200,1058,1104,"Assigned (Last 12 Months)","Current","https://www.michigan.gov/documents/corrections/Newberry_report_1_632705_7.pdf"
682,2020-03-13,2020-06-18,315,1041,1108,"Contact","Current","https://www.michigan.gov//documents/corrections/Oaks_Correctional_Final_Audit_Report_694274_7.pdf"
683,2017-04-25,2017-11-06,264,1674,1695,"Contact","Current","https://www.michigan.gov/documents/corrections/Parnall_final-November_2017_611695_7.pdf"
685,2019-07-11,2019-10-11,294,1454,1488,"Contact","Current","https://www.michigan.gov/documents/corrections/Saginaw_Correctional_FInal_Report_668721_7.pdf"
686,2019-04-05,2019-05-16,338,1126,1176,"Contact","Current","https://www.michigan.gov//documents/corrections/St._Louis-_Final_Report_05.16.19_666696_7.pdf"
688,2019-07-25,2019-10-23,308,1018,1216,"Contact","Current","https://www.michigan.gov/documents/corrections/Thumb_Correctional_Final_report_669832_7.pdf"
689,2019-07-25,2019-09-26,593,2056,2414,"Contact","Current","https://www.michigan.gov//documents/corrections/WHV_Final_Report_9-26-19_667018_7.pdf"
690,2018-03-15,2018-05-11,0,335,368,"Contact","Current","https://www.michigan.gov/documents/corrections/Woodland_Center_Correctional_Facility_-_March_2018_-_Final_Report_630227_7.pdf"
693,2020-09-17,2020-10-07,525,1640,2040,"Contact","Current","https://mn.gov/doc/assets/Faribault%20MCF_Final%20PREA%20Audit%20Report%20_2020_tcm1089-456598.pdf"
696,2019-04-09,2019-04-27,478,1291,1352,"Contact","Current","https://mn.gov/doc/assets/Lino%20Lakes%20%20Final%20PREA%20Audit%20Report%20-%202019_tcm1089-386268.pdf"
701,2020-09-18,2020-10-14,332,343,473,"Contact","Current","https://mn.gov/doc/assets/Oak%20Park_MFC%20final%20PREA%20Audit%20report_2020_tcm1089-456599.pdf"
702,2018-03-12,2019-04-04,193,45,45,"Contact","Current","https://mn.gov/doc/assets/Minnesota%20Department%20of%20Corrections-%20Red%20Wing%20Final%202019_tcm1089-381980.pdf"
704,2020-09-17,2020-10-18,344,934,1032,"Contact","Current","https://mn.gov/doc/assets/Rush%20City%20_MFC%20Final%20PREA%20Audit%20Report_2020_tcm1089-456600.pdf"
705,2019-04-12,2019-04-27,271,1069,1103,"Contact","Current","https://mn.gov/doc/assets/Saint%20Cloud%20Final%20PREA%20Audit%20Report%20-%202019_tcm1089-403170.pdf"
707,2018-07-13,2018-08-26,274,636,676,"Contact","Current","https://mn.gov/doc/assets/2018%20-%20Minnesota%20CF%20-%20Shakopee%20-%20PREA%20Final%20Report%20-%20Final_tcm1089-375014.pdf"
709,2016-03-02,2016-04-02,540,1619,1641,"Assigned (Last 12 Months)","Current","https://mn.gov/doc/assets/PREA%20Audit%20Stillwater%202016_tcm1089-380626.pdf"
710,2019-06-03,2019-06-19,64,64,90,"Contact","Current","https://mn.gov/doc/assets/Togo_Minnesota%20Department%20of%20Corrections_Final%20PREA%20Audit%20Report_2019_tcm1089-390443.pdf"
715,2016-07-20,2016-08-10,51,239,360,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/MISSISSIPPI_ALCORN%20COUNTY%20REGIONAL%20FACILITY_YEAR3CYCLE1.pdf"
716,2019-06-28,2019-07-21,60,291,369,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/BOLIVAR%20FINAL%20Audit%20Report%20%207-21-19.pdf"
718,2018-11-07,2019-02-18,230,3831,4131,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/CMCF%20PREA%20Final%20Report%202018.pdf"
719,2019-06-26,2019-07-08,46,309,330,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/Chickasaw%20County%20RCF%20FINAL%20AUDIT%20REPORT%20%207-8-19.pdf"
720,2019-11-14,2019-12-26,74,357,547,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/Delta%20CF%20Audit%20Report%2012-19.pdf"
722,2017-12-04,2018-05-14,293,1252,1500,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/East%20Mississippi%20Correctional%20Facility%20Final%202018%20PREA%20Report.pdf"
723,2016-08-23,2016-08-30,41,200,280,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/MISSISSIPPI_GEORGE%20COUNTY%20REGIONAL%20FACILITY_YEAR3CYCLE1.pdf"
724,2016-08-11,2016-08-22,44,200,280,"Assigned (Last 12 Months)","Current","https://www.mdoc.ms.gov/Divisions/Documents/MISSISSIPPI_HOLMES-HUMPHREYS%20REGIONAL%20FACILITY_YEAR3CYCLE1.pdf"
725,2019-07-22,2019-08-08,42,260,338,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/Issaquena%20Final%20PREA%20Report.pdf"
726,2016-08-18,2016-09-09,12,269,280,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/MISSISSIPPI_JEFFERSON-FRANKLIN%20COUNTY%20FACILITY_YEAR2CYCLE1.pdf"
727,2019-08-15,2019-08-26,43,350,541,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/Kemper%20FINAL%20Audit%20Report%208-26-19.pdf"
728,2016-07-26,2016-07-26,55,200,312,"Assigned (Last 12 Months)","Current","https://www.mdoc.ms.gov/Divisions/Documents/MISSISSIPPI_LEAKE%20COUNTY%20REGIONAL%20FACILITY_YEAR3CYCLE1.pdf"
729,2019-07-02,2019-07-22,24,279,300,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/MARION%20FINAL%20Audit%20Report%20%207-22-19.pdf"
730,2017-05-10,2017-06-13,123,998,1000,"Assigned (Last 12 Months)","Current","https://www.mdoc.ms.gov/Divisions/Documents/Marshal%20County%20Correctional%20%20%20Final%20PREA%20Report%20June%202017.pdf"
734,2017-09-13,2017-09-13,302,3035,3082,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/SMCI%20final.pdf"
737,2016-08-25,2016-09-29,43,270,284,"Assigned (Last 12 Months)","Current","https://www.mdoc.ms.gov/Divisions/Documents/MISSISSIPPI_STONE%20COUNTY%20REGIONAL%20FACILITY_YEAR3CYCLE1.pdf"
739,2019-07-27,2019-10-03,59,159,300,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/Washington%20Final%20Report%2010-3-19.pdf"
740,2019-05-08,2019-05-30,175,931,1000,"Contact","Current","https://www.mdoc.ms.gov/Divisions/Documents/Wilkinson%20County%20Correctional%20Facility%20Final%202019%20PREA%20Report.pdf"
741,2016-08-16,2016-09-03,72,200,280,"Assigned (Last 12 Months)","Current","https://www.mdoc.ms.gov/Divisions/Documents/MISSISSIPPI_WINSTON-CHOCTAW%20COUNTY%20REGAIONAL%20FACILITY_YEAR3CYCLE1.pdf"
742,2021-04-23,2021-05-11,256,1095,903,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/algoa-prea-audit-2021.pdf"
743,2020-07-29,2020-09-09,672,2564,2684,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/ERDCCFinalReport2020.pdf"
744,2019-12-11,2020-01-24,278,1095,1382,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/BoonvilleCCFinalReport2020.pdf"
745,2019-06-26,2019-07-29,451,1491,2102,"Contact","Current","https://oembed-doc.mo.gov/sites/doc/files/PREA/NECCAuditReport2019.pdf"
749,2017-03-24,2017-03-08,675,2622,2655,"Assigned (Last 12 Months)","Current","https://doc.mo.gov/sites/doc/files/PREA/farmington-correctional-audit-2017.pdf"
750,2017-11-02,2017-11-22,234,713,738,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/OzarkCorrectionalCenter.pdf"
752,2021-03-24,2021-04-22,331,1344,1302,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/fulton-rdc-prea-2021.pdf"
753,2019-12-13,2020-01-27,479,1930,1940,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/JeffersonCityCCFinalReport.pdf"
756,2020-07-15,2020-08-28,293,1000,1100,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/MissouriEasternCorrectionalCenter-2020.pdf"
757,2018-06-29,2018-07-22,416,1733,1800,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/MoberlyCorrectionalCenter.pdf"
759,2021-04-16,2021-04-28,168,315,738,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/ozark-cc-prea-audit%202021.pdf"
760,2020-07-30,2020-09-11,283,855,942,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/PotosiCorrectionalCenterFinalReport2020.pdf"
762,2019-05-15,2019-06-26,416,1509,1692,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/SCCCFinalPREAReport.pdf"
763,2019-05-17,2019-06-29,396,1586,1622,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/SECCFinalPREAReport.pdf"
768,2021-04-21,2021-05-10,215,704,796,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/tipton-prea-audit-2021.pdf"
769,2019-06-28,,122,150,350,"Contact","Current","https://oembed-doc.mo.gov/sites/doc/files/PREA/TransitionCenterSL2019audit.pdf"
771,2020-01-23,2020-02-16,683,1758,1800,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/WesternMissouriCC.pdf"
772,2015-12-10,2015-12-28,547,2051,1968,"Assigned (Last 12 Months)","Current","https://doc.mo.gov/sites/doc/files/PREA/western-rdcc-audit-2015.pdf"
773,2015-12-10,2015-12-28,547,2051,1968,"Assigned (Last 12 Months)","Current","https://doc.mo.gov/sites/doc/files/PREA/western-rdcc-audit-2015.pdf"
774,2018-06-27,2018-07-18,561,1687,2076,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/PREA-Audit-2018-WERDCC.pdf"
777,2018-11-07,2019-03-24,92,156,201,"Contact","Current","http://www.cccscorp.com/programs/bprc/pdfs/final_prea_audit_report_2018.pdf"
778,2018-06-14,2018-09-07,142,676,712,"Contact","Current","https://www.corecivic.com/hubfs/_files/PREA/Facilities/2018-Crossroads-PREA-Report.pdf"
781,2017-10-13,2018-02-28,29,48,50,"Contact","Current","https://www.boydandrew.com/wp-content/uploads/2020/09/ETC-PREA-Final-Report-1-copy.pdf"
782,2016-08-28,2017-02-09,22,39,45,"Contact","Current","http://www.cccscorp.com/programs/gcrp/pdfs/prea_final_audit.pdf"
783,2020-01-23,2020-11-08,88,466,372,"Contact","Current","https://www.cascadecountymt.gov/DocumentCenter/View/1433/2020-PREA-Final-Audit-Report"
784,2017-07-26,2017-09-01,14,7,9,"Assigned (Last 12 Months)","Current","https://cor.mt.gov/PREA/PREADocumentsandLinks/MONTANA_GREAT-FALLS-YOUTH-TRANSITION-CENTER_YEAR1CYCLE2.pdf"
785,2020-09-09,2021-03-23,27,87,104,"Contact","Current","https://www.boydandrew.com/wp-content/uploads/2021/06/2020-HPRC-Final-PREA-Audit-Report-March-26-2021.pdf"
789,2018-02-26,2018-11-08,633,,1734,"Contact",,"https://cor.mt.gov/PREA/PREADocumentsandLinks/MSPAuditFinalReport11082018.pdf"
790,2017-10-24,2018-02-03,77,212,206,"Contact","Current","https://cor.mt.gov/PREA/PREADocumentsandLinks/MWPFinal-Report02-03-2018.pdf"
793,2018-09-27,2018-12-21,86,94,120,"Contact","Current","https://cor.mt.gov/PREA/PREADocumentsandLinks/FinalPREAAuditPineHillsMontanaDec21.pdf"
794,2018-03-24,2018-09-27,32,32,32,"Contact","Current","https://cor.mt.gov/PREA/PREADocumentsandLinks/RiversideAudit-MDOC_FINAL09_27_2018.pdf"
800,2020-08-11,2020-10-01,39,162,90,"Contact","Current","https://www.corrections.nebraska.gov/sites/default/files/files/1183/ccc-o_final_audit_report_2020_0.pdf"
801,2020-06-24,2020-08-18,158,438,160,"Contact","Current","https://corrections.nebraska.gov/sites/default/files/files/463/dec_2020_final_audit_report.pdf"
803,2017-07-11,2017-08-22,231,501,308,"Assigned (Last 12 Months)","Current","https://corrections.nebraska.gov/sites/default/files/files/42/lcc_2017_final_audit_report_0.pdf"
804,2019-11-30,2019-01-04,473,1363,718,"Contact","Current","https://www.corrections.nebraska.gov/sites/default/files/files/444/2018_-_nebraska_sp_-_prea_final_report_-_final.pdf"
805,2017-11-02,2017-11-22,234,713,738,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/OzarkCorrectionalCenter.pdf"
808,2018-10-25,2018-12-06,334,995,960,"Contact","Current","https://www.corrections.nebraska.gov/sites/default/files/files/444/2018_-_tecumseh_sci_-_prea_final_report_-_final.pdf"
809,2018-02-08,2018-05-22,73,323,400,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20PREA%20Audit%20Casa%20Grande%20Transitional%20Housing%20May%2022,2018(2).pdf"
811,2018-08-24,2019-02-27,293,1105,1213,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20Audit%20Report%20for%20ESP(1).pdf"
812,2018-02-07,2018-05-22,218,973,1194,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20PREA%20Audit%20Florence%20McClure%20Womens%20Correctional%20Center%20%20May22,%202018.pdf"
814,2018-10-11,2019-04-03,661,3565,4072,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/HDSP%20Final%20Audit%20Report%204-22-19.pdf"
816,2020-10-08,2021-04-05,241,1677,1740,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20LCC%20PREA%20%20Audit%20Report.pdf"
817,2019-09-09,2020-04-07,362,1356,1528,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20Audit%20Report%20NNCC%202020.pdf"
818,2018-10-12,2019-05-25,20,217,280,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/PCC%20Final%20Report%205.25.19.pdf"
819,2020-02-06,2020-09-18,310,1678,2241,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/FINAL%20SDCC%20Report.pdf"
822,2018-10-13,2019-05-13,12,150,152,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/TCC%20Final%20Report%205%2013%2019.pdf"
825,2019-05-21,2019-06-12,76,196,224,"Contact","Current","https://www.nh.gov/nhdoc/divisions/professionalstandards/documents/doc-nhcfw-year3-cycle2.pdf"
828,2020-06-24,2020-07-17,186,583,770,"Contact","Current","https://www.nh.gov/nhdoc/divisions/professionalstandards/documents/nh-ncf-report-2020.pdf"
831,2018-06-21,2018-07-29,327,1433,1086,"Contact","Current","https://www.nh.gov/nhdoc/divisions/victim/documents/preaauditnhspm2018.pdf"
835,2019-03-21,2019-04-26,411,108,300,"Contact","Current","https://www.nj.gov/oag/jjc/pdf/2019-PREA-Audit-Report_New-Jersey-Training-School.pdf"
836,2019-06-06,2019-07-18,586,1448,1877,"Contact","Current","https://www.state.nj.us/corrections/pdf/PREA/2019/Final%20PREA%20Audit%20Report%20-%20NJDOC%20Bayside%20State%20Prison.pdf"
837,2020-11-05,2020-12-03,245,151,920,"Contact","Current","https://www.geogroup.com/Portals/0/PREA_Certifications/Bo_Robinson_Final_PREA_Report_2020.pdf?ver=2020-12-18-155305-600"
839,2016-10-05,2016-10-20,384,704,690,"Assigned (Last 12 Months)","Current","https://www.state.nj.us/corrections/pdf/PREA/2016/2016_PREACRAF_REPORT.pdf"
845,2017-10-13,2018-01-03,398,1217,1410,"Assigned (Last 12 Months)","Current","https://www.nj.gov/corrections/pdf/PREA/2017/FINAL%20PREA%20REPORT-East%20Jersey%20State%20Prison.pdf"
846,2016-10-12,,419,662,845,"Assigned (Last 12 Months)","Current","https://www.state.nj.us/corrections/pdf/PREA/2016/2016_PREAEMCF_REPORT.pdf"
852,2016-09-27,,535,1410,1896,"Assigned (Last 12 Months)","Current","https://dspace.njstatelib.org/bitstream/handle/10929/68875/p9592016d.pdf?sequence=1&isAllowed=y"
860,2019-07-12,2019-10-01,303,647,696,"Contact","Current","https://www.state.nj.us/corrections/pdf/PREA/2019/Final%20PREA%20Audit%20Report%20-%20NJ%20DOC%20Mid-State%20Correctional%20Facility.pdf"
